"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.816629290E-1,-6.903624535E-2,3.484785557E-2,-6.633758545E-3,7.761689869E-2
7.866552730E-1,-6.924152374E-3,3.448185325E-2,-2.317905426E-2,4.212137991E-2
7.916476170E-1,2.146756649E-2,6.261363626E-2,-2.771472931E-2,7.175952952E-2
7.968197520E-1,1.947402954E-3,4.072210193E-2,-3.694725037E-2,5.501982618E-2
8.018120440E-1,-5.470871925E-3,4.816770554E-3,-5.799007416E-2,5.844638927E-2
8.068043880E-1,-2.243399620E-2,1.500248909E-4,-7.409572601E-2,7.741759042E-2
8.117967310E-1,3.211653233E-2,-3.046607971E-2,-2.356910706E-2,5.015133567E-2
8.167890750E-1,2.935564518E-2,-2.065473795E-2,1.227188110E-2,3.793377347E-2
8.217814190E-1,2.181506157E-2,-1.340362430E-2,2.881908417E-2,3.854988544E-2
8.269555860E-1,2.330541611E-4,-1.585853100E-2,3.096294403E-2,3.478866515E-2
8.319479290E-1,2.877104282E-2,2.436453104E-2,9.330749512E-3,3.883897739E-2
8.369402210E-1,3.796219826E-2,3.105220199E-2,-3.824234009E-2,6.219199563E-2
8.419325650E-1,1.619482040E-2,6.905168295E-3,-8.304691315E-2,8.489253996E-2
8.469249090E-1,-7.761836052E-3,-3.120860457E-2,-7.284259796E-2,7.962579467E-2
8.519172520E-1,-2.196693420E-2,-3.563842177E-2,-5.798244476E-2,7.151648206E-2
8.570741270E-1,-2.671468258E-2,-1.853096485E-2,-7.597923279E-3,3.338861126E-2
8.620664710E-1,-5.334615707E-3,3.864607215E-2,2.574825287E-2,4.674344385E-2
8.670587630E-1,-5.351662636E-3,3.578025103E-2,6.593036652E-2,7.520425444E-2
8.720511060E-1,1.843190193E-2,4.003703594E-2,7.964134216E-2,9.102440682E-2
8.770434500E-1,1.340293884E-2,4.200336337E-2,7.899475098E-2,9.046597143E-2
8.820357940E-1,2.034509182E-2,6.316351891E-2,4.033184052E-2,7.765442834E-2
8.872266790E-1,3.678381443E-2,7.000023127E-2,1.148509979E-2,7.990612554E-2
8.922190230E-1,4.606604576E-2,6.033629179E-2,4.239082336E-3,7.602972115E-2
8.972113150E-1,2.216458321E-2,4.167431593E-2,-2.976417542E-3,4.729562790E-2
9.022036590E-1,-1.351845264E-2,3.742104769E-2,-5.369186401E-3,4.014861809E-2
9.071960020E-1,2.938580513E-2,4.745650291E-2,-2.435874939E-2,6.090150970E-2
9.121883460E-1,7.897377014E-3,-2.574139833E-2,-4.082584381E-2,4.890539515E-2
9.173442310E-1,-6.332278252E-3,-4.134818912E-2,-4.289722443E-2,5.991612767E-2
9.223365750E-1,-4.197740555E-2,-8.066923916E-2,-2.355003357E-2,9.393738768E-2
9.273288670E-1,-3.705060482E-2,-1.009435654E-1,-3.285026550E-2,1.124343838E-1
9.323212110E-1,-2.973783016E-2,-8.577619493E-2,1.257038116E-2,9.165101550E-2
9.373135540E-1,-5.816900730E-2,-6.604143977E-2,2.436161041E-2,9.131589807E-2
9.423058980E-1,-4.846072197E-2,-2.766099572E-2,7.567405701E-3,5.631019346E-2
9.474814190E-1,-1.281929016E-2,-1.130691171E-2,2.894496918E-2,3.361534907E-2
9.524737630E-1,4.175555706E-2,-2.127721906E-2,4.061794281E-2,6.201664191E-2
9.574660540E-1,3.912007809E-2,-9.733140469E-3,4.266071320E-2,5.869455668E-2
9.624583980E-1,5.545639992E-2,-1.949888468E-2,4.231166840E-2,7.242855844E-2
9.674507420E-1,5.043256283E-2,1.847597957E-2,3.956699371E-2,6.671096016E-2
9.724430860E-1,4.792904854E-2,2.287685871E-2,6.771659851E-2,8.605859674E-2
9.776098040E-1,5.274319649E-2,4.391628504E-2,7.898139954E-2,1.046353016E-1
