"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.090354441E0,7.310161740E-2,3.595161485E-3,-2.151770741E-1,2.272838421E-1
9.092865586E0,7.523208112E-2,1.424749196E-2,-2.141118348E-1,2.273911494E-1
9.095376680E0,8.162347972E-2,1.531272475E-2,-2.077204436E-1,2.237066264E-1
9.097887826E0,7.949301600E-2,7.856093347E-3,-2.066552043E-1,2.215563839E-1
9.100398972E0,8.055824786E-2,8.921326138E-3,-2.034595013E-1,2.190091094E-1
9.102910118E0,8.162347972E-2,7.856093347E-3,-1.970681101E-1,2.134477703E-1
9.105421264E0,8.055824786E-2,2.529928461E-3,-1.960028708E-1,2.119272451E-1
9.107932357E0,8.268871158E-2,-6.657706108E-4,-1.949376464E-1,2.117511564E-1
9.110443555E0,7.736254483E-2,2.529928461E-3,-1.928071827E-1,2.077642259E-1
9.112954649E0,7.629731297E-2,5.725627299E-3,-1.917419434E-1,2.064437832E-1
9.115465795E0,7.097115368E-2,9.986559860E-3,-1.938724071E-1,2.066957819E-1
9.117976836E0,6.564498693E-2,1.318225823E-2,-1.896114796E-1,2.010859255E-1
9.120487982E0,5.712312087E-2,1.744319126E-2,-1.885462403E-1,1.977801825E-1
9.122999076E0,5.073172227E-2,2.170412242E-2,-1.896114796E-1,1.974773146E-1
9.125510274E0,5.073172227E-2,3.022598661E-2,-1.938724071E-1,2.026667909E-1
9.128021368E0,3.901416063E-2,3.768261895E-2,-1.991985738E-1,2.064513413E-1
9.130532514E0,3.368799388E-2,4.087831825E-2,-1.960028708E-1,2.030345862E-1
9.133043659E0,2.942706272E-2,5.792204663E-2,-2.002638131E-1,2.105386196E-1
9.135554805E0,2.623136342E-2,6.218297780E-2,-2.002638131E-1,2.113300783E-1
9.138065899E0,1.664426550E-2,6.111774594E-2,-2.002638131E-1,2.100428654E-1
9.140577045E0,1.131810062E-2,6.537867337E-2,-2.013290375E-1,2.119807814E-1
9.143088191E0,4.926702939E-3,6.537867337E-2,-2.045247406E-1,2.147766580E-1
9.145599336E0,1.731003635E-3,7.070484012E-2,-2.066552043E-1,2.184228565E-1
9.148111680E0,-1.464695437E-3,7.177007198E-2,-2.098509073E-1,2.217892961E-1
9.150622826E0,-8.921326138E-3,6.644391268E-2,-2.119813710E-1,2.223296770E-1
9.153133920E0,-1.211702544E-2,6.857437640E-2,-2.151770741E-1,2.261646317E-1
9.155645118E0,-1.531272475E-2,6.537867337E-2,-2.214353085E-1,2.313924076E-1
9.158156211E0,-1.957365684E-2,5.579157919E-2,-2.267614752E-1,2.343429004E-1
9.160667357E0,-1.744319126E-2,4.940018058E-2,-2.288919389E-1,2.348109079E-1
9.163178503E0,-2.063889056E-2,4.194355011E-2,-2.342181057E-1,2.388374892E-1
9.165689649E0,-2.170412242E-2,3.874785081E-2,-2.299571782E-1,2.342066794E-1
9.168200743E0,-2.796236612E-2,3.022598661E-2,-2.395442724E-1,2.430575295E-1
9.170711941E0,-2.596505545E-2,1.850842312E-2,-2.384790480E-1,2.406013345E-1
9.173223034E0,-2.063889056E-2,1.318225823E-2,-2.342181057E-1,2.354949188E-1
9.175734180E0,-2.170412242E-2,4.660394508E-3,-2.384790480E-1,2.395100093E-1
9.178244545E0,-1.850842312E-2,-8.122402243E-3,-2.395442724E-1,2.403954941E-1
9.180755691E0,-1.957365684E-2,-1.557903271E-2,-2.406095117E-1,2.419065345E-1
9.183266784E0,-1.424749196E-2,-2.396774292E-2,-2.384790480E-1,2.401035195E-1
9.185777982E0,-1.105179265E-2,-3.462007269E-2,-2.395442724E-1,2.422852658E-1
9.188289076E0,-1.424749196E-2,-3.675054014E-2,-2.427399755E-1,2.459192732E-1
9.190800222E0,-8.921326138E-3,-3.994623944E-2,-2.459356785E-1,2.493183709E-1
9.193311368E0,-6.790860556E-3,-3.462007269E-2,-2.480661422E-1,2.505623198E-1
9.195822514E0,-9.986559860E-3,-3.675054014E-2,-2.480661422E-1,2.509723979E-1
9.198333607E0,-6.790860556E-3,-4.420717061E-2,-2.448704392E-1,2.489215171E-1
9.200844805E0,-6.790860556E-3,-4.527240247E-2,-2.470009029E-1,2.512073889E-1
9.203355899E0,-1.105179265E-2,-4.314193875E-2,-2.459356785E-1,2.499354456E-1
9.205867045E0,-7.856093347E-3,-4.633763805E-2,-2.470009029E-1,2.514325773E-1
9.208377722E0,-1.464695437E-3,-5.059856921E-2,-2.427399755E-1,2.479618040E-1
9.210888868E0,-3.994623839E-4,-4.740286991E-2,-2.416747361E-1,2.462800636E-1
9.213399961E0,2.796236658E-3,-3.888100386E-2,-2.427399755E-1,2.458500500E-1
9.215911107E0,8.122402243E-3,-3.675054014E-2,-2.427399755E-1,2.456405327E-1
9.218422253E0,8.122402243E-3,-3.568530455E-2,-2.416747361E-1,2.444301382E-1
9.220933399E0,1.131810062E-2,-3.355484083E-2,-2.395442724E-1,2.421476516E-1
9.223444493E0,7.057168987E-3,-2.822867595E-2,-2.427399755E-1,2.444777239E-1
9.225955639E0,1.131810062E-2,-1.770949923E-2,-2.448704392E-1,2.457707422E-1
9.228466784E0,1.025286783E-2,-9.187635034E-3,-2.427399755E-1,2.431300673E-1
9.230977930E0,1.025286783E-2,-4.926702939E-3,-2.459356785E-1,2.461986020E-1
9.233489076E0,1.238333434E-2,4.660394508E-3,-2.523270845E-1,2.526737498E-1
9.236000170E0,9.187635034E-3,6.790860556E-3,-2.587184608E-1,2.589705975E-1
9.238526680E0,7.057168987E-3,3.994623839E-4,-2.640446424E-1,2.641392368E-1
9.241037826E0,5.991935730E-3,6.790860556E-3,-2.683055699E-1,2.684583728E-1
9.243548920E0,6.657706108E-4,7.856093347E-3,-2.757622004E-1,2.758748858E-1
9.246060118E0,6.657706108E-4,8.921326138E-3,-2.832188308E-1,2.833600880E-1
9.248571211E0,-1.464695437E-3,5.725627299E-3,-2.917406857E-1,2.918005412E-1
9.251082357E0,-1.464695437E-3,-2.796236658E-3,-2.991973162E-1,2.992139674E-1
9.253593503E0,-1.464695437E-3,5.725627299E-3,-3.077192008E-1,3.077759489E-1
9.256104649E0,-7.856093347E-3,1.464695437E-3,-3.183715343E-1,3.184718157E-1
9.258615743E0,-5.725627299E-3,1.464695437E-3,-3.268933892E-1,3.269468092E-1
9.261126889E0,-5.725627299E-3,5.725627299E-3,-3.375457227E-1,3.376428298E-1
9.263638034E0,-1.105179265E-2,9.986559860E-3,-3.460675776E-1,3.463879931E-1
9.266149180E0,-1.637795754E-2,7.856093347E-3,-3.556546867E-1,3.561182554E-1
9.268666836E0,-1.850842312E-2,1.531272475E-2,-3.652417660E-1,3.660308578E-1
9.271177982E0,-2.170412242E-2,1.424749196E-2,-3.705679476E-1,3.714763300E-1
9.273689128E0,-2.063889056E-2,1.850842312E-2,-3.769593239E-1,3.779773239E-1
9.276200222E0,-2.170412242E-2,2.170412242E-2,-3.844159544E-1,3.856394220E-1
9.278711368E0,-2.489982173E-2,1.211702544E-2,-3.940030634E-1,3.949749833E-1
9.281222514E0,-2.596505545E-2,1.105179265E-2,-3.993292153E-1,4.003250534E-1
9.283733659E0,-3.328853101E-2,9.986559860E-3,-4.078511000E-1,4.093291798E-1
9.286244805E0,-3.754946589E-2,9.986559860E-3,-4.153077304E-1,4.171213309E-1
9.288755899E0,-3.328853101E-2,7.856093347E-3,-4.174381793E-1,4.188370542E-1
9.291267045E0,-3.648423031E-2,8.921326138E-3,-4.238295853E-1,4.254905481E-1
9.293778191E0,-3.754946589E-2,1.637795754E-2,-4.238295853E-1,4.258047877E-1
9.296289336E0,-4.074516147E-2,1.424749196E-2,-4.280905128E-1,4.302611374E-1
9.298790326E0,-3.754946589E-2,8.921326138E-3,-4.302209914E-1,4.319486704E-1
9.301301472E0,-3.648423031E-2,9.986559860E-3,-4.312862158E-1,4.329418325E-1
9.303812566E0,-3.541899845E-2,1.105179265E-2,-4.366123974E-1,4.381860714E-1
9.306323711E0,-3.861469775E-2,1.318225823E-2,-4.387428463E-1,4.406360765E-1
9.308834857E0,-3.541899845E-2,1.318225823E-2,-4.387428463E-1,4.403675312E-1
9.311346003E0,-3.648423031E-2,7.856093347E-3,-4.451342523E-1,4.466960038E-1
9.313857149E0,-3.754946589E-2,1.744319126E-2,-4.461994767E-1,4.481162799E-1
9.316368295E0,-3.435376659E-2,2.063889056E-2,-4.472647011E-1,4.490566311E-1
9.318879389E0,-4.074516147E-2,1.744319126E-2,-4.483299553E-1,4.505154625E-1
9.321390534E0,-3.861469775E-2,1.957365684E-2,-4.525908828E-1,4.546567168E-1
9.323901680E0,-3.648423031E-2,2.276935615E-2,-4.557865858E-1,4.578110467E-1
9.326412826E0,-2.902759984E-2,2.489982173E-2,-4.557865858E-1,4.573882535E-1
9.328928607E0,-2.489982173E-2,3.022598661E-2,-4.557865858E-1,4.574658711E-1
9.331439753E0,-1.957365684E-2,3.661738336E-2,-4.579170346E-1,4.597955757E-1
9.333950899E0,-1.531272475E-2,5.366111174E-2,-4.600475132E-1,4.634195819E-1
9.336461993E0,-8.921326138E-3,5.898727849E-2,-4.653736651E-1,4.691819873E-1
9.338973139E0,-6.790860556E-3,5.366111174E-2,-4.621779919E-1,4.653322758E-1
9.341484284E0,-1.464695437E-3,5.792204663E-2,-4.643084407E-1,4.679096461E-1
9.343995430E0,6.657706108E-4,5.685681105E-2,-4.632432163E-1,4.667198492E-1
9.346506576E0,7.057168987E-3,5.259587988E-2,-4.621779919E-1,4.652146025E-1
9.349017722E0,8.122402243E-3,4.940018058E-2,-4.611127377E-1,4.638224963E-1
9.351528868E0,1.238333434E-2,4.726971686E-2,-4.611127377E-1,4.636946516E-1
9.354039961E0,1.983996481E-2,5.259587988E-2,-4.557865858E-1,4.592399837E-1
9.356551107E0,1.877473295E-2,4.940018058E-2,-4.536561072E-1,4.567239123E-1
9.359061472E0,1.983996481E-2,4.194355011E-2,-4.536561072E-1,4.560227507E-1
9.361572618E0,2.090519853E-2,4.087831825E-2,-4.472647011E-1,4.496151433E-1
9.364083764E0,2.090519853E-2,3.661738336E-2,-4.461994767E-1,4.481872746E-1
9.366594857E0,2.410089783E-2,3.129122034E-2,-4.419385493E-1,4.436999832E-1
9.369106003E0,1.770949923E-2,2.916075476E-2,-4.344819188E-1,4.358193591E-1
9.371617149E0,1.664426550E-2,2.383458801E-2,-4.344819188E-1,4.354533924E-1
9.374128295E0,1.344856713E-2,2.170412242E-2,-4.302209914E-1,4.309779975E-1
9.376639441E0,1.025286783E-2,1.744319126E-2,-4.259600639E-1,4.264403385E-1
9.379150586E0,1.131810062E-2,4.660394508E-3,-4.227643609E-1,4.229415131E-1
9.381661732E0,1.025286783E-2,4.660394508E-3,-4.153077304E-1,4.154604091E-1
9.384172826E0,5.991935730E-3,1.464695437E-3,-4.089163244E-1,4.089628455E-1
9.386684024E0,8.122402243E-3,-2.796236658E-3,-4.046553969E-1,4.047465659E-1
9.389195482E0,3.861469682E-3,1.464695437E-3,-4.025249183E-1,4.025461044E-1
9.391706628E0,-3.595161485E-3,6.790860556E-3,-4.003944695E-1,4.004681912E-1
9.394217774E0,6.657706108E-4,2.063889056E-2,-4.003944695E-1,4.009265996E-1
9.396728868E0,-8.921326138E-3,2.489982173E-2,-4.003944695E-1,4.012671459E-1
9.399240014E0,-1.105179265E-2,2.596505545E-2,-4.003944695E-1,4.013876648E-1
9.401751159E0,-1.105179265E-2,3.448691964E-2,-4.014596939E-1,4.030897860E-1
9.404262305E0,-1.531272475E-2,4.194355011E-2,-3.982639909E-1,4.007592137E-1
9.406773451E0,-2.276935615E-2,5.472634733E-2,-3.982639909E-1,4.026507458E-1
9.409284597E0,-3.009283356E-2,6.644391268E-2,-4.003944695E-1,4.069841562E-1
9.411795743E0,-2.796236612E-2,8.242240548E-2,-3.993292153E-1,4.087042562E-1
9.414306836E0,-3.222329915E-2,1.026618332E-1,-4.003944695E-1,4.146004392E-1
9.416817982E0,-4.181039706E-2,1.207707971E-1,-4.014596939E-1,4.213117380E-1
9.419333295E0,-4.607132822E-2,1.250317246E-1,-3.982639909E-1,4.199639340E-1
9.421844441E0,-5.033225939E-2,1.346188188E-1,-3.982639909E-1,4.234026088E-1
9.424355586E0,-5.565842614E-2,1.474016160E-1,-3.971987665E-1,4.273078011E-1
9.426866732E0,-5.672365800E-2,1.559234858E-1,-3.918725848E-1,4.255512067E-1
9.429377826E0,-5.991935730E-2,1.601844132E-1,-3.929378390E-1,4.285434878E-1
9.431888972E0,-5.778888986E-2,1.719019860E-1,-3.929378390E-1,4.327701398E-1
9.434400118E0,-5.778888986E-2,1.846847683E-1,-3.865464330E-1,4.322801919E-1
9.436911264E0,-5.672365800E-2,1.878804713E-1,-3.854812086E-1,4.325649166E-1
9.439422409E0,-5.565842614E-2,1.846847683E-1,-3.822855055E-1,4.281921669E-1
9.441933555E0,-5.778888986E-2,1.846847683E-1,-3.758940995E-1,4.227817326E-1
9.444444649E0,-5.139749497E-2,1.825543046E-1,-3.705679476E-1,4.162792097E-1
9.446955795E0,-4.394086078E-2,1.761629134E-1,-3.631113172E-1,4.059729055E-1
9.449458295E0,-4.394086078E-2,1.708367467E-1,-3.620460629E-1,4.027323490E-1
9.451969441E0,-3.967992961E-2,1.623148769E-1,-3.513937294E-1,3.890991765E-1
9.454480586E0,-3.222329915E-2,1.527277827E-1,-3.481980562E-1,3.815835465E-1
9.456991680E0,-2.902759984E-2,1.420754492E-1,-3.407414258E-1,3.703143989E-1
9.459502826E0,-3.009283356E-2,1.282274276E-1,-3.343500197E-1,3.593574648E-1
9.462013972E0,-2.170412242E-2,1.165098622E-1,-3.311543167E-1,3.517226157E-1
9.464525118E0,-1.850842312E-2,1.079879999E-1,-3.279586136E-1,3.457756818E-1
9.467036264E0,-1.637795754E-2,9.627043456E-2,-3.162410557E-1,3.309752852E-1
9.469547409E0,-1.211702544E-2,8.348763734E-2,-3.109148741E-1,3.221568978E-1
9.472058555E0,-5.725627299E-3,6.750914454E-2,-3.066539466E-1,3.140492165E-1
9.474569649E0,-2.529928461E-3,6.111774594E-2,-3.002625704E-1,3.064300745E-1
9.477080795E0,1.731003635E-3,4.726971686E-2,-2.906754613E-1,2.944989750E-1
9.479591889E0,5.991935730E-3,3.129122034E-2,-2.853493094E-1,2.871223993E-1
9.482103034E0,1.557903271E-2,2.383458801E-2,-2.789579034E-1,2.804073924E-1
9.484614180E0,1.983996481E-2,1.637795754E-2,-2.778926790E-1,2.790809967E-1
9.487125274E0,2.410089783E-2,3.595161485E-3,-2.704360485E-1,2.715316460E-1
9.489636472E0,2.623136342E-2,-2.796236658E-3,-2.672403455E-1,2.685392069E-1
9.492147566E0,2.942706272E-2,-9.187635034E-3,-2.661750913E-1,2.679543690E-1
9.494658711E0,3.475322574E-2,-7.057168987E-3,-2.597837150E-1,2.621929994E-1
9.497169857E0,3.368799388E-2,-1.131810062E-2,-2.565880120E-1,2.590374263E-1
9.499681003E0,3.688369319E-2,-1.664426550E-2,-2.576532364E-1,2.608114810E-1
9.502192149E0,4.114462435E-2,-1.664426550E-2,-2.480661422E-1,2.520054019E-1
9.504703295E0,3.901416063E-2,-1.664426550E-2,-2.491313666E-1,2.527163907E-1
9.507214389E0,4.007939249E-2,-1.131810062E-2,-2.438052148E-1,2.473366933E-1
9.509740326E0,4.007939249E-2,-9.187635034E-3,-2.406095117E-1,2.440977416E-1
9.512251472E0,4.007939249E-2,-7.057168987E-3,-2.384790480E-1,2.419264716E-1
9.514762618E0,4.220985994E-2,3.994623839E-4,-2.352833450E-1,2.390399219E-1
9.517273711E0,4.647079110E-2,4.660394508E-3,-2.288919389E-1,2.336081621E-1
9.519784909E0,4.540555924E-2,4.660394508E-3,-2.256962508E-1,2.302654592E-1
9.522296003E0,4.540555924E-2,1.105179265E-2,-2.225005478E-1,2.273550103E-1
9.524807149E0,4.753602296E-2,1.424749196E-2,-2.182396203E-1,2.238106262E-1
9.527318295E0,5.073172227E-2,1.531272475E-2,-2.151770741E-1,2.216063185E-1
9.529829441E0,5.073172227E-2,2.170412242E-2,-2.087856680E-1,2.159542353E-1
9.532340586E0,5.179695413E-2,2.276935615E-2,-2.034595013E-1,2.111803416E-1
9.534851680E0,4.860125855E-2,3.129122034E-2,-2.002638131E-1,2.084390022E-1
9.537362826E0,5.073172227E-2,3.235645220E-2,-1.960028708E-1,2.050311513E-1
9.539873972E0,4.966649041E-2,3.129122034E-2,-1.917419434E-1,2.005264910E-1
9.542385066E0,4.966649041E-2,3.555215150E-2,-1.885462403E-1,1.981928366E-1
9.544896211E0,5.286218971E-2,3.555215150E-2,-1.842853129E-1,1.949857511E-1
9.547407305E0,5.073172227E-2,3.448691964E-2,-1.768286824E-1,1.871668726E-1
9.549918503E0,4.647079110E-2,3.555215150E-2,-1.693720520E-1,1.791936993E-1
9.552429597E0,4.114462435E-2,3.448691964E-2,-1.661763489E-1,1.746333493E-1
9.554940743E0,3.901416063E-2,4.194355011E-2,-1.619154215E-1,1.717497302E-1
9.557451889E0,4.220985994E-2,3.981308267E-2,-1.555240154E-1,1.659954011E-1
9.559963034E0,3.581846133E-2,2.809552103E-2,-1.533935517E-1,1.600059442E-1
9.562474128E0,2.836182900E-2,2.809552103E-2,-1.470021605E-1,1.523265796E-1
9.564985326E0,2.090519853E-2,2.703028731E-2,-1.448716968E-1,1.488471441E-1
9.567496420E0,2.090519853E-2,2.276935615E-2,-1.416759938E-1,1.450088208E-1
9.570007566E0,1.877473295E-2,2.170412242E-2,-1.352845877E-1,1.382948994E-1
9.572505014E0,1.238333434E-2,1.424749196E-2,-1.363498271E-1,1.376503299E-1
9.575016159E0,5.991935730E-3,1.744319126E-2,-1.384802908E-1,1.397031107E-1
9.577527305E0,1.731003635E-3,2.170412242E-2,-1.384802908E-1,1.401815117E-1
9.580038451E0,-4.660394508E-3,1.531272475E-2,-1.374150664E-1,1.383441335E-1
9.582549545E0,-8.921326138E-3,1.744319126E-2,-1.384802908E-1,1.398593791E-1
9.585060691E0,-1.637795754E-2,1.531272475E-2,-1.438064575E-1,1.455438568E-1
9.587571836E0,-2.170412242E-2,1.957365684E-2,-1.480673850E-1,1.509243104E-1
9.590082982E0,-3.115806542E-2,2.170412242E-2,-1.576544940E-1,1.621629843E-1
9.592594128E0,-3.435376659E-2,2.063889056E-2,-1.672415882E-1,1.719764342E-1
9.595105274E0,-3.861469775E-2,3.022598661E-2,-1.704372764E-1,1.773515445E-1
9.597616420E0,-3.861469775E-2,3.235645220E-2,-1.778939217E-1,1.848899193E-1
9.600127514E0,-4.074516147E-2,2.170412242E-2,-1.853505522E-1,1.910132569E-1
9.602643764E0,-4.926702753E-2,2.489982173E-2,-1.853505522E-1,1.933961435E-1
9.605154909E0,-4.500609636E-2,2.170412242E-2,-1.917419434E-1,1.981453771E-1
9.607666055E0,-3.967992961E-2,1.637795754E-2,-1.960028708E-1,2.006485975E-1
9.610177149E0,-3.648423031E-2,5.725627299E-3,-1.991985738E-1,2.025930741E-1
9.612688347E0,-3.009283356E-2,1.464695437E-3,-2.055899799E-1,2.077858604E-1
9.615199441E0,-2.596505545E-2,5.725627299E-3,-2.055899799E-1,2.073022111E-1
9.617710586E0,-2.063889056E-2,5.725627299E-3,-2.109161317E-1,2.120008520E-1
9.620221732E0,-1.637795754E-2,-8.122402243E-3,-2.151770741E-1,2.159522728E-1
9.622732878E0,-1.424749196E-2,-1.131810062E-2,-2.130466104E-1,2.138222360E-1
9.625244024E0,-7.856093347E-3,-1.344856713E-2,-2.162422985E-1,2.168024765E-1
9.627755118E0,-3.595161485E-3,-1.451379992E-2,-2.171743810E-1,2.176885099E-1
9.630266264E0,6.657706108E-4,-1.557903271E-2,-2.193048447E-1,2.198585100E-1
9.632777045E0,4.926702939E-3,-1.025286783E-2,-2.182396203E-1,2.185358680E-1
9.635288191E0,2.796236658E-3,-4.926702939E-3,-2.182396203E-1,2.183131311E-1
9.637799336E0,3.861469682E-3,-2.796236658E-3,-2.171743810E-1,2.172267057E-1
9.640310430E0,9.187635034E-3,-9.187635034E-3,-2.182396203E-1,2.186260670E-1
9.642821576E0,1.451379992E-2,-7.057168987E-3,-2.171743810E-1,2.177731981E-1
9.645332722E0,1.770949923E-2,-4.926702939E-3,-2.109161317E-1,2.117156428E-1
9.647843868E0,1.451379992E-2,-2.796236658E-3,-2.077204436E-1,2.082456531E-1
9.650355014E0,1.344856713E-2,1.464695437E-3,-2.087856680E-1,2.092234797E-1
9.652866159E0,1.557903271E-2,3.595161485E-3,-2.055899799E-1,2.062107448E-1
9.655377305E0,1.344856713E-2,9.986559860E-3,-2.034595013E-1,2.041478973E-1
9.657888399E0,1.770949923E-2,1.318225823E-2,-1.949376464E-1,1.961838023E-1
9.660399545E0,1.664426550E-2,7.856093347E-3,-1.928071827E-1,1.936836582E-1
9.662906420E0,1.664426550E-2,1.637795754E-2,-1.885462403E-1,1.899867201E-1
9.665417566E0,1.344856713E-2,2.063889056E-2,-1.853505522E-1,1.869803598E-1
9.667928711E0,1.557903271E-2,1.957365684E-2,-1.832200736E-1,1.849200629E-1
9.670439805E0,1.131810062E-2,2.170412242E-2,-1.757634431E-1,1.774597314E-1
9.672950951E0,1.025286783E-2,2.703028731E-2,-1.672415882E-1,1.697218506E-1
9.675462097E0,1.025286783E-2,3.129122034E-2,-1.651111245E-1,1.683625410E-1
9.677973243E0,3.861469682E-3,3.661738336E-2,-1.619154215E-1,1.660492319E-1
9.680484389E0,3.861469682E-3,3.022598661E-2,-1.565892547E-1,1.595265367E-1
9.682995534E0,-3.994623839E-4,3.129122034E-2,-1.555240154E-1,1.586411656E-1
9.685506680E0,-5.725627299E-3,3.129122034E-2,-1.555240154E-1,1.587439531E-1
9.688017774E0,-1.211702544E-2,3.022598661E-2,-1.501978636E-1,1.536874451E-1
9.690528920E0,-1.424749196E-2,2.916075476E-2,-1.459369212E-1,1.495022596E-1
9.693039597E0,-1.318225823E-2,2.809552103E-2,-1.470021605E-1,1.502423557E-1
9.695550743E0,-1.850842312E-2,3.768261895E-2,-1.427412182E-1,1.487870857E-1
9.698061889E0,-2.063889056E-2,3.235645220E-2,-1.395455301E-1,1.447268419E-1
9.700573034E0,-2.489982173E-2,2.596505545E-2,-1.384802908E-1,1.430768191E-1
9.703084128E0,-2.489982173E-2,2.809552103E-2,-1.384802908E-1,1.434787453E-1
9.705595274E0,-2.902759984E-2,2.703028731E-2,-1.352845877E-1,1.409792810E-1
9.708106420E0,-3.222329915E-2,3.129122034E-2,-1.352845877E-1,1.425461369E-1
9.710617566E0,-3.754946589E-2,2.916075476E-2,-1.342193633E-1,1.423908336E-1
9.713128711E0,-4.181039706E-2,2.916075476E-2,-1.299584359E-1,1.395981876E-1
9.715639857E0,-3.861469775E-2,3.981308267E-2,-1.299584359E-1,1.412988729E-1
9.718150951E0,-3.754946589E-2,3.768261895E-2,-1.299584359E-1,1.404248454E-1
9.720662149E0,-3.754946589E-2,3.235645220E-2,-1.320888996E-1,1.410828827E-1
9.723175586E0,-3.222329915E-2,3.342168778E-2,-1.267627329E-1,1.349968172E-1
9.725686732E0,-3.328853101E-2,3.768261895E-2,-1.235670298E-1,1.334050858E-1
9.728197878E0,-3.222329915E-2,3.874785081E-2,-1.246322617E-1,1.344356262E-1
9.730709024E0,-3.115806542E-2,4.194355011E-2,-1.193061024E-1,1.302460460E-1
9.733220118E0,-3.009283356E-2,4.407401755E-2,-1.139799356E-1,1.258551683E-1
9.735731264E0,-2.596505545E-2,4.726971686E-2,-1.118494645E-1,1.241729155E-1
9.738242409E0,-2.276935615E-2,4.726971686E-2,-1.075885370E-1,1.197003050E-1
9.740753555E0,-2.276935615E-2,4.300878197E-2,-1.075885370E-1,1.180825652E-1
9.743264701E0,-1.850842312E-2,4.407401755E-2,-1.033276021E-1,1.138493483E-1
9.745775847E0,-2.383458801E-2,4.620448127E-2,-9.906667471E-2,1.118800595E-1
9.748286941E0,-2.170412242E-2,5.046541616E-2,-9.587097168E-2,1.104946622E-1
9.750798086E0,-1.957365684E-2,4.940018058E-2,-9.693620354E-2,1.105447124E-1
9.753310326E0,-1.744319126E-2,4.940018058E-2,-9.374050796E-2,1.073868036E-1
9.755821472E0,-1.744319126E-2,5.366111174E-2,-8.947957307E-2,1.057845633E-1
9.758332618E0,-2.063889056E-2,5.472634733E-2,-8.521863818E-2,1.033593401E-1
9.760843764E0,-1.637795754E-2,4.940018058E-2,-8.202294260E-2,9.714102350E-2
9.763354857E0,-1.637795754E-2,5.046541616E-2,-8.095771074E-2,9.679435237E-2
9.765866003E0,-1.531272475E-2,5.046541616E-2,-7.350108027E-2,9.046350960E-2
9.768377149E0,-1.531272475E-2,4.833494872E-2,-7.030537724E-2,8.668098336E-2
9.770888295E0,-1.424749196E-2,4.407401755E-2,-6.817491353E-2,8.242165301E-2
9.773399441E0,-1.637795754E-2,3.981308267E-2,-6.710968167E-2,7.973097527E-2
9.775910586E0,-1.744319126E-2,4.407401755E-2,-6.284874678E-2,7.871943163E-2
9.778421680E0,-1.318225823E-2,4.087831825E-2,-6.391397864E-2,7.700523034E-2
9.780932878E0,-1.211702544E-2,3.342168778E-2,-6.391397864E-2,7.313568339E-2
9.783440639E0,-1.531272475E-2,3.342168778E-2,-5.965305120E-2,7.007121571E-2
9.785951784E0,-1.744319126E-2,3.768261895E-2,-6.071828306E-2,7.355919106E-2
9.788462930E0,-1.744319126E-2,3.768261895E-2,-6.284874678E-2,7.532735004E-2
9.790974024E0,-2.170412242E-2,3.448691964E-2,-6.178351492E-2,7.401094022E-2
9.793485170E0,-2.276935615E-2,3.342168778E-2,-6.497921795E-2,7.653594945E-2
9.795996316E0,-1.637795754E-2,3.874785081E-2,-6.497921795E-2,7.740757198E-2
9.798507461E0,-2.170412242E-2,4.087831825E-2,-6.391397864E-2,7.891199211E-2
9.801018607E0,-1.850842312E-2,3.235645220E-2,-6.604444981E-2,7.583779450E-2
9.803529753E0,-2.170412242E-2,2.489982173E-2,-7.030537724E-2,7.767828604E-2
9.806040899E0,-2.063889056E-2,2.383458801E-2,-6.710968167E-2,7.414688640E-2
9.808551993E0,-1.744319126E-2,2.276935615E-2,-7.030537724E-2,7.593124897E-2
9.811063139E0,-2.489982173E-2,1.637795754E-2,-7.669677585E-2,8.228386258E-2
9.813562357E0,-2.276935615E-2,1.211702544E-2,-8.415340632E-2,8.801739419E-2
9.816073503E0,-2.489982173E-2,1.211702544E-2,-8.628387749E-2,9.061860153E-2
9.818584649E0,-3.009283356E-2,3.595161485E-3,-9.161003679E-2,9.649301870E-2
9.821095795E0,-2.796236612E-2,-3.861469682E-3,-9.161003679E-2,9.586033438E-2
9.823606941E0,-3.115806542E-2,-7.057168987E-3,-1.011971384E-1,1.061201654E-1
9.826118034E0,-2.902759984E-2,-1.025286783E-2,-1.065233052E-1,1.108825387E-1
9.828629180E0,-2.902759984E-2,-1.344856713E-2,-1.054580659E-1,1.102037620E-1
9.831140326E0,-3.435376659E-2,-1.664426550E-2,-1.139799356E-1,1.202024899E-1
9.833651472E0,-2.689713426E-2,-1.770949923E-2,-1.097190008E-1,1.143474587E-1
9.836162618E0,-3.009283356E-2,-1.557903271E-2,-1.107842326E-1,1.158509002E-1
9.838673764E0,-3.115806542E-2,-1.238333434E-2,-1.129147038E-1,1.177875305E-1
9.841184909E0,-2.902759984E-2,-1.557903271E-2,-1.193061024E-1,1.237709735E-1
9.843703191E0,-2.689713426E-2,-1.025286783E-2,-1.161103994E-1,1.196252564E-1
9.846214336E0,-2.489982173E-2,-9.187635034E-3,-1.182408631E-1,1.211829834E-1
9.848725482E0,-2.383458801E-2,-4.926702939E-3,-1.139799356E-1,1.165494990E-1
9.851236576E0,-2.170412242E-2,3.595161485E-3,-1.150451675E-1,1.171297771E-1
