"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.149384980E-1,9.458020329E-3,2.176843584E-2,-7.589340210E-3,2.491820684E-2
8.199297480E-1,-2.321675420E-3,-6.851628423E-3,-7.526397705E-3,1.043942772E-2
8.251090710E-1,1.677959412E-2,-1.142084599E-2,1.866912842E-2,2.757765142E-2
8.301003210E-1,7.263414562E-3,-4.130899906E-3,1.851367950E-2,2.031201255E-2
8.350915710E-1,1.435048878E-2,-4.184171557E-3,-3.021240234E-3,1.525030204E-2
8.400828210E-1,-4.804112017E-3,1.487071812E-2,-6.208419800E-4,1.563979522E-2
8.450740180E-1,-1.186969876E-2,1.001144201E-2,6.511688232E-3,1.683807600E-2
8.500652680E-1,2.606838942E-3,2.171799541E-2,4.079818726E-3,2.225110906E-2
8.552354770E-1,1.242086291E-4,1.734346151E-4,3.017711639E-2,3.017787039E-2
8.602266750E-1,1.677362621E-2,-2.187445760E-3,1.092147827E-2,2.013499796E-2
8.652179770E-1,1.438341290E-2,9.776271880E-3,1.320648193E-2,2.183733554E-2
8.702091750E-1,2.459958196E-3,-9.293049574E-3,-2.253627777E-2,2.450093836E-2
8.752004250E-1,9.588465095E-3,-4.499793053E-3,-5.721092224E-3,1.203817663E-2
8.801916750E-1,-9.474750608E-3,1.455771923E-2,-8.049011230E-3,1.914378933E-2
8.853844870E-1,-9.320158511E-3,1.995265484E-4,-1.985931396E-2,2.193849395E-2
8.903756850E-1,-6.794258952E-3,2.537429333E-3,-1.019287109E-2,1.250980110E-2
8.953669350E-1,1.006863266E-2,4.856556654E-3,-5.358695984E-3,1.239673864E-2
9.003581850E-1,1.480849832E-2,9.531177580E-3,1.844120026E-2,2.549927127E-2
9.053494350E-1,-1.921273768E-3,-1.898655295E-2,6.411552429E-3,2.013177813E-2
9.103406850E-1,-4.309415817E-3,2.620026469E-3,1.110935211E-2,1.220054539E-2
9.155151120E-1,5.551129580E-4,2.615615726E-3,8.641242981E-3,9.045478223E-3
9.205063620E-1,-1.363004372E-2,5.036786199E-3,3.818511963E-3,1.502425840E-2
9.254975600E-1,2.219070494E-2,-1.960247755E-3,1.329040527E-2,2.594040920E-2
9.304888620E-1,1.025320590E-2,-1.876115799E-3,-1.073837280E-3,1.047860526E-2
9.354800600E-1,1.251258701E-2,1.953507215E-2,-3.440856934E-3,2.345257713E-2
9.404713100E-1,1.718038321E-2,7.458597422E-3,8.463859558E-3,2.055317886E-2
9.456561540E-1,1.711273193E-2,2.861618996E-4,3.643035889E-3,1.749854832E-2
9.506474040E-1,7.491759956E-3,-6.929069757E-3,2.024078369E-2,2.266777006E-2
9.556386020E-1,1.457833499E-2,3.234446049E-4,1.769733429E-2,2.293094216E-2
9.606299040E-1,2.160304785E-2,-2.039805055E-3,9.212493896E-4,2.171868277E-2
9.656211020E-1,7.294200361E-3,7.443338633E-3,-1.333999634E-2,1.692820579E-2
9.706123520E-1,1.691309363E-2,2.646684647E-3,-1.352310181E-3,1.717225723E-2
9.757828730E-1,7.344581187E-3,-1.404179633E-2,1.033782959E-3,1.588029043E-2
9.807741230E-1,2.656713128E-3,7.367342710E-3,1.023292542E-3,7.898290377E-3
9.857653210E-1,3.338381648E-4,1.439766586E-2,1.526641846E-2,2.098732385E-2
9.907566230E-1,-6.771765649E-3,4.164874554E-5,1.513957977E-2,1.658509633E-2
9.957478210E-1,1.948968321E-2,1.911375672E-2,-8.742332458E-3,2.866377198E-2
1.000739071E0,4.480928183E-4,1.411606371E-2,-3.919601440E-3,1.465698869E-2
1.005914071E0,-1.373131201E-2,-2.909898758E-4,-2.289199829E-2,2.669601450E-2
1.010905321E0,1.490986347E-2,-7.451549172E-3,3.429412842E-3,1.701735838E-2
1.015896571E0,1.718354970E-2,2.129152417E-3,-1.350402832E-3,1.736753460E-2
1.020887821E0,-9.068865329E-3,2.820668370E-2,-1.084232330E-2,3.155023452E-2
1.025879018E0,-1.831862330E-2,1.856818795E-3,-3.625869751E-3,1.876610421E-2
1.030870268E0,8.089356124E-3,-1.239615679E-2,-1.220703125E-3,1.485235677E-2
1.036036466E0,5.561113358E-3,1.622986794E-2,-3.584861755E-3,1.752671757E-2
1.041033862E0,-1.584335044E-2,-2.997115254E-3,-1.068305969E-2,1.934223920E-2
1.046031258E0,8.116848767E-3,-1.720963418E-2,-1.296901703E-2,2.302716104E-2
1.051028706E0,8.123405278E-3,1.631130278E-2,1.393318176E-3,1.827538364E-2
1.056026102E0,3.431990743E-3,1.939356327E-3,8.506774902E-3,9.375760378E-3
1.061023498E0,5.904898047E-3,-5.186960101E-3,-3.442764282E-3,8.580501264E-3
1.066165529E0,3.449238837E-3,6.857052445E-3,1.796817780E-2,1.953898232E-2
1.071162925E0,1.046527922E-2,-3.103725612E-2,8.318901062E-3,3.379404462E-2
1.076160321E0,3.427088261E-3,-1.413446665E-2,-8.379936218E-3,1.678545240E-2
1.081157768E0,1.059863716E-2,2.524644136E-3,-2.256488800E-2,2.505751600E-2
1.086155164E0,8.156493306E-3,1.202184707E-2,-5.747795105E-3,1.562339075E-2
1.091152560E0,-6.091207266E-3,-7.118299603E-3,1.092815399E-2,1.439435809E-2
1.096308654E0,-3.536388278E-3,-2.398476005E-3,3.708839417E-3,5.658110905E-3
1.101306050E0,3.692477942E-3,-4.738286138E-3,3.678321838E-3,7.043848410E-3
