"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.538365066E1,2.197043039E-2,-2.796236658E-3,2.130466048E-3,2.224989071E-2
3.538614879E1,1.983996481E-2,3.595161485E-3,2.130466048E-3,2.027531196E-2
3.538865994E1,1.557903271E-2,3.595161485E-3,3.195699072E-3,1.630472137E-2
3.539117108E1,1.025286783E-2,5.725627299E-3,2.130466048E-3,1.193494835E-2
3.539368223E1,1.131810062E-2,1.424749196E-2,-4.260932095E-3,1.868812379E-2
3.539619337E1,1.238333434E-2,2.170412242E-2,-5.326164886E-3,2.554963663E-2
3.539870452E1,8.122402243E-3,1.957365684E-2,-8.521864191E-3,2.284127032E-2
3.540121561E1,7.057168987E-3,2.596505545E-2,-7.456631400E-3,2.792112266E-2
3.540372681E1,3.861469682E-3,3.022598661E-2,-1.065232977E-2,3.227992169E-2
3.540623790E1,1.731003635E-3,3.874785081E-2,-8.521864191E-3,3.971164168E-2
3.540874910E1,3.861469682E-3,4.087831825E-2,-7.456631400E-3,4.173187275E-2
3.541126020E1,2.796236658E-3,3.981308267E-2,-1.065232977E-2,4.130826334E-2
3.541377139E1,-3.595161485E-3,4.300878197E-2,-1.384802908E-2,4.532602367E-2
3.541628228E1,-3.994623839E-4,4.833494872E-2,-1.384802908E-2,5.028115698E-2
3.541879343E1,-2.529928461E-3,3.874785081E-2,-1.065232977E-2,4.026497994E-2
3.542130457E1,1.731003635E-3,3.555215150E-2,-1.065232977E-2,3.715405738E-2
3.542381572E1,-2.529928461E-3,3.768261895E-2,-9.587096982E-3,3.896527604E-2
3.542632686E1,6.657706108E-4,3.448691964E-2,-8.521864191E-3,3.553045238E-2
3.542883801E1,2.796236658E-3,2.596505545E-2,-1.171756350E-2,2.862349277E-2
3.543134910E1,2.796236658E-3,1.744319126E-2,-1.278279629E-2,2.180558969E-2
3.543386030E1,5.991935730E-3,1.957365684E-2,-1.491326280E-2,2.532660150E-2
3.543637139E1,9.187635034E-3,1.424749196E-2,-1.384802908E-2,2.188998798E-2
3.543888259E1,1.131810062E-2,-5.991935730E-3,-1.491326280E-2,1.965726590E-2
3.544139368E1,1.131810062E-2,-1.557903271E-2,-1.384802908E-2,2.371863342E-2
3.544390488E1,1.025286783E-2,-1.664426550E-2,-1.704372838E-2,2.593533400E-2
3.544641608E1,1.131810062E-2,-1.877473295E-2,-9.587096982E-3,2.392702295E-2
3.544892723E1,1.025286783E-2,-1.983996481E-2,-8.521864191E-3,2.390329834E-2
3.545143837E1,1.238333434E-2,-2.197043039E-2,-1.065232977E-2,2.737734301E-2
3.545394952E1,1.664426550E-2,-1.131810062E-2,-1.171756350E-2,2.329017540E-2
3.545646066E1,1.131810062E-2,-1.238333434E-2,-7.456631400E-3,1.835885952E-2
3.545897181E1,9.187635034E-3,-1.238333434E-2,-7.456631400E-3,1.712778324E-2
3.546148296E1,4.926702939E-3,-4.926702939E-3,-7.456631400E-3,1.020520238E-2
3.546399410E1,7.057168987E-3,-6.657706108E-4,-5.326164886E-3,8.866505344E-3
3.546650525E1,7.057168987E-3,4.660394508E-3,-6.391398143E-3,1.060060759E-2
3.546901639E1,7.057168987E-3,1.531272475E-2,-3.195699072E-3,1.716087602E-2
3.547152754E1,5.991935730E-3,2.063889056E-2,-2.130466048E-3,2.159643450E-2
3.547403869E1,1.731003635E-3,3.661738336E-2,0.000000000E0,3.665827516E-2
3.547655186E1,4.926702939E-3,4.194355011E-2,2.130466048E-3,4.228560846E-2
3.547906301E1,3.861469682E-3,4.194355011E-2,5.326164886E-3,4.245633494E-2
3.548157415E1,2.796236658E-3,3.874785081E-2,1.065233024E-3,3.886321658E-2
3.548408530E1,3.861469682E-3,3.768261895E-2,1.065233024E-3,3.789492631E-2
3.548659645E1,3.861469682E-3,3.022598661E-2,4.260932095E-3,3.076811267E-2
3.548910759E1,8.122402243E-3,2.383458801E-2,6.391398143E-3,2.597904875E-2
3.549161874E1,9.187635034E-3,9.986559860E-3,7.456631400E-3,1.548371297E-2
3.549412988E1,1.131810062E-2,-3.861469682E-3,1.065232977E-2,1.601507038E-2
3.549664103E1,1.131810062E-2,-2.090519853E-2,8.521864191E-3,2.525369075E-2
3.549915218E1,1.344856713E-2,-4.420717061E-2,1.065232977E-2,4.741951097E-2
3.550166332E1,1.238333434E-2,-5.379426852E-2,1.704372838E-2,5.777247590E-2
3.550417447E1,1.451379992E-2,-5.805519968E-2,1.810896210E-2,6.252192501E-2
3.550668994E1,1.557903271E-2,-6.125089899E-2,1.704372838E-2,6.545889981E-2
3.550920108E1,1.131810062E-2,-6.125089899E-2,1.810896210E-2,6.486683696E-2
3.551171223E1,1.238333434E-2,-5.805519968E-2,1.384802908E-2,6.095507435E-2
3.551422337E1,8.122402243E-3,-4.846810177E-2,1.171756350E-2,5.052159540E-2
3.551673452E1,1.731003635E-3,-4.101147130E-2,1.278279629E-2,4.299229039E-2
3.551924566E1,-3.994623839E-4,-3.248960897E-2,1.065232977E-2,3.419366010E-2
3.552175681E1,-3.595161485E-3,-1.770949923E-2,4.260932095E-3,1.856628911E-2
3.552426796E1,-5.725627299E-3,-5.991935730E-3,5.326164886E-3,9.851605664E-3
3.552677910E1,-1.637795754E-2,1.318225823E-2,2.130466048E-3,2.113168973E-2
3.552929025E1,-1.744319126E-2,2.276935615E-2,2.130466048E-3,2.876190860E-2
3.553180139E1,-1.531272475E-2,2.703028731E-2,0.000000000E0,3.106631570E-2
3.553431254E1,-1.850842312E-2,3.661738336E-2,-4.260932095E-3,4.124984888E-2
3.553685426E1,-2.170412242E-2,3.981308267E-2,-4.260932095E-3,4.554454988E-2
3.553936535E1,-2.596505545E-2,3.235645220E-2,-2.130466048E-3,4.154110000E-2
3.554187650E1,-3.009283356E-2,3.022598661E-2,-6.391398143E-3,4.312816793E-2
3.554438764E1,-3.009283356E-2,2.383458801E-2,-7.456631400E-3,3.910585083E-2
3.554689879E1,-2.796236612E-2,1.744319126E-2,-7.456631400E-3,3.378994217E-2
3.554940994E1,-2.689713426E-2,8.921326138E-3,-7.456631400E-3,2.930268321E-2
3.555192108E1,-2.689713426E-2,3.994623839E-4,-1.065232977E-2,2.893246500E-2
3.555443223E1,-2.383458801E-2,-1.731003635E-3,-9.587096982E-3,2.574871623E-2
3.555694332E1,-2.276935615E-2,-8.122402243E-3,-1.171756350E-2,2.686481513E-2
3.555945452E1,-1.957365684E-2,-1.770949923E-2,-1.278279629E-2,2.932838703E-2
3.556196561E1,-1.957365684E-2,-2.290250920E-2,-1.384802908E-2,3.315751618E-2
3.556447681E1,-1.637795754E-2,-2.609820850E-2,-1.491326280E-2,3.423097117E-2
3.556698478E1,-1.318225823E-2,-2.609820850E-2,-1.384802908E-2,3.235206838E-2
3.556949593E1,-1.211702544E-2,-2.609820850E-2,-1.384802908E-2,3.193284676E-2
3.557200702E1,-1.105179265E-2,-2.290250920E-2,-1.704372838E-2,3.061299929E-2
3.557451822E1,-6.790860556E-3,-9.187635034E-3,-1.597849466E-2,1.964282862E-2
3.557702931E1,-6.790860556E-3,-4.926702939E-3,-1.384802908E-2,1.619123523E-2
3.557954051E1,-8.921326138E-3,-1.731003635E-3,-1.384802908E-2,1.656364522E-2
3.558205160E1,2.796236658E-3,6.790860556E-3,-1.384802908E-2,1.567490465E-2
3.558456280E1,3.861469682E-3,1.531272475E-2,-1.491326280E-2,2.172086312E-2
3.558707395E1,7.057168987E-3,2.383458801E-2,-1.278279629E-2,2.795158494E-2
3.558958509E1,3.861469682E-3,3.022598661E-2,-1.810896210E-2,3.544651920E-2
3.559209618E1,4.926702939E-3,3.555215150E-2,-1.384802908E-2,3.847071337E-2
3.559460738E1,7.057168987E-3,4.087831825E-2,-1.065232977E-2,4.282887655E-2
3.559710514E1,5.991935730E-3,4.833494872E-2,-9.587096982E-3,4.963953052E-2
3.559961629E1,4.926702939E-3,4.407401755E-2,-7.456631400E-3,4.497102153E-2
3.560212738E1,6.657706108E-4,4.194355011E-2,-6.391398143E-3,4.243294259E-2
3.560463858E1,-3.994623839E-4,4.513924941E-2,-3.195699072E-3,4.525399320E-2
3.560714973E1,-1.464695437E-3,4.087831825E-2,1.065233024E-3,4.091841831E-2
3.560966087E1,-2.529928461E-3,3.448691964E-2,1.065233024E-3,3.459599523E-2
3.561217197E1,6.657706108E-4,3.342168778E-2,7.456631400E-3,3.424987323E-2
3.561468316E1,-4.660394508E-3,3.235645220E-2,1.065232977E-2,3.438213788E-2
3.561719431E1,-3.595161485E-3,2.596505545E-2,9.587096982E-3,2.791096056E-2
3.561970546E1,-4.660394508E-3,2.063889056E-2,1.065232977E-2,2.368871483E-2
3.562221655E1,-5.725627299E-3,1.957365684E-2,1.065232977E-2,2.300832414E-2
3.562472775E1,-5.725627299E-3,1.424749196E-2,1.597849466E-2,2.216046314E-2
3.562722311E1,-8.921326138E-3,1.531272475E-2,1.278279629E-2,2.185107503E-2
3.562973426E1,-1.105179265E-2,1.850842312E-2,1.384802908E-2,2.562170479E-2
3.563224535E1,-9.986559860E-3,2.383458801E-2,1.597849466E-2,3.038307514E-2
3.563475655E1,-1.744319126E-2,3.874785081E-2,1.704372838E-2,4.578372572E-2
3.563726770E1,-2.063889056E-2,4.513924941E-2,1.597849466E-2,5.214238135E-2
3.563977884E1,-1.957365684E-2,4.194355011E-2,1.384802908E-2,4.831311776E-2
3.564228994E1,-1.744319126E-2,4.833494872E-2,1.491326280E-2,5.350642575E-2
3.564480113E1,-1.318225823E-2,5.792204663E-2,1.278279629E-2,6.076294347E-2
3.564731228E1,-1.531272475E-2,6.005251035E-2,9.587096982E-3,6.271121086E-2
3.564982342E1,-1.424749196E-2,5.898727849E-2,1.065232977E-2,6.161138028E-2
3.565233452E1,-7.856093347E-3,5.685681105E-2,1.065232977E-2,5.837711276E-2
3.565484572E1,-8.921326138E-3,5.685681105E-2,1.065232977E-2,5.852998507E-2
3.565737441E1,-8.921326138E-3,4.833494872E-2,1.171756350E-2,5.052879003E-2
3.565988556E1,-1.211702544E-2,3.555215150E-2,1.065232977E-2,3.904164330E-2
3.566239665E1,-9.986559860E-3,2.703028731E-2,1.065232977E-2,3.072197812E-2
3.566490785E1,-8.921326138E-3,1.744319126E-2,1.065232977E-2,2.230083207E-2
3.566741900E1,-8.921326138E-3,7.856093347E-3,9.587096982E-3,1.527156479E-2
3.566993014E1,-5.725627299E-3,3.595161485E-3,7.456631400E-3,1.006525439E-2
3.567244124E1,-4.660394508E-3,-5.991935730E-3,6.391398143E-3,9.923333159E-3
3.567495244E1,-1.464695437E-3,-8.122402243E-3,7.456631400E-3,1.112295387E-2
3.567746358E1,3.861469682E-3,-1.983996481E-2,3.195699072E-3,2.046332437E-2
3.567997473E1,9.187635034E-3,-3.035914153E-2,6.391398143E-3,3.235645348E-2
3.568248582E1,1.238333434E-2,-3.781577200E-2,4.260932095E-3,4.001918444E-2
3.568499702E1,1.451379992E-2,-3.994623944E-2,4.260932095E-3,4.271425963E-2
3.568748973E1,1.557903271E-2,-3.781577200E-2,6.391398143E-3,4.139551717E-2
3.569000087E1,2.090519853E-2,-3.568530455E-2,4.260932095E-3,4.157672220E-2
3.569251202E1,3.049229458E-2,-3.355484083E-2,6.391398143E-3,4.578817907E-2
3.569502316E1,3.262276202E-2,-1.983996481E-2,3.195699072E-3,3.831554904E-2
3.569753431E1,3.155753016E-2,-1.344856713E-2,2.130466048E-3,3.436976220E-2
3.570004546E1,3.794892505E-2,-1.344856713E-2,4.260932095E-3,4.048629907E-2
3.570255660E1,4.114462435E-2,3.994623839E-4,3.195699072E-3,4.127047584E-2
3.570506775E1,4.114462435E-2,-1.731003635E-3,4.260932095E-3,4.140086991E-2
3.570757889E1,4.327509180E-2,4.660394508E-3,5.326164886E-3,4.384998152E-2
3.571008999E1,4.434032366E-2,1.211702544E-2,6.391398143E-3,4.640836754E-2
3.571260119E1,4.434032366E-2,1.744319126E-2,3.195699072E-3,4.775501770E-2
3.571511233E1,4.114462435E-2,2.916075476E-2,3.195699072E-3,5.053159629E-2
3.571762577E1,4.540555924E-2,3.661738336E-2,6.391398143E-3,5.868004383E-2
3.572013691E1,4.647079110E-2,3.555215150E-2,6.391398143E-3,5.885864314E-2
3.572264806E1,4.327509180E-2,4.300878197E-2,5.326164886E-3,6.124423997E-2
3.572515921E1,4.220985994E-2,4.833494872E-2,6.391398143E-3,6.448867741E-2
3.572767035E1,4.327509180E-2,4.833494872E-2,3.195699072E-3,6.495547190E-2
3.573018150E1,4.114462435E-2,4.833494872E-2,3.195699072E-3,6.355595860E-2
3.573269259E1,3.901416063E-2,4.513924941E-2,2.130466048E-3,5.970088319E-2
3.573520379E1,3.901416063E-2,4.833494872E-2,5.326164886E-3,6.234372486E-2
3.573771494E1,3.688369319E-2,4.087831825E-2,3.195699072E-3,5.515121231E-2
3.574022603E1,3.155753016E-2,2.383458801E-2,6.391398143E-3,4.006014560E-2
3.574273723E1,2.090519853E-2,2.170412242E-2,1.065232977E-2,3.196198344E-2
3.574524832E1,1.664426550E-2,1.637795754E-2,1.171756350E-2,2.612604757E-2
3.574775665E1,1.025286783E-2,1.105179265E-2,1.278279629E-2,1.976520428E-2
3.575026780E1,3.861469682E-3,8.921326138E-3,1.491326280E-2,1.780186551E-2
3.575277895E1,3.861469682E-3,4.660394508E-3,9.587096982E-3,1.133766526E-2
3.575529009E1,-1.464695437E-3,1.957365684E-2,7.456631400E-3,2.099701709E-2
3.575780124E1,-6.790860556E-3,2.170412242E-2,4.260932095E-3,2.313742120E-2
3.576031238E1,-1.318225823E-2,1.850842312E-2,3.195699072E-3,2.294659345E-2
3.576282353E1,-9.986559860E-3,3.555215150E-2,4.260932095E-3,3.717314079E-2
3.576533468E1,-1.531272475E-2,4.513924941E-2,1.065233024E-3,4.767773168E-2
3.576784582E1,-1.637795754E-2,4.726971686E-2,-1.065233024E-3,5.003796905E-2
3.577035691E1,-1.424749196E-2,5.472634733E-2,-2.130466048E-3,5.659066181E-2
3.577286811E1,-1.531272475E-2,5.579157919E-2,-2.130466048E-3,5.789403020E-2
3.577537921E1,-1.850842312E-2,5.898727849E-2,-1.065233024E-3,6.183199392E-2
3.577789889E1,-1.424749196E-2,5.259587988E-2,-5.326164886E-3,5.475112456E-2
3.578041004E1,-1.637795754E-2,3.555215150E-2,-4.260932095E-3,3.937446523E-2
3.578292118E1,-1.637795754E-2,3.235645220E-2,-2.130466048E-3,3.632790081E-2
3.578543233E1,-1.744319126E-2,2.170412242E-2,-1.065233024E-3,2.786518568E-2
3.578794348E1,-1.424749196E-2,9.986559860E-3,1.065233024E-3,1.743149811E-2
3.579045462E1,-1.424749196E-2,2.529928461E-3,2.130466048E-3,1.462636150E-2
3.579296577E1,-1.424749196E-2,-5.991935730E-3,3.195699072E-3,1.578311799E-2
3.579547691E1,-1.424749196E-2,-5.991935730E-3,3.195699072E-3,1.578311799E-2
3.579798806E1,-1.850842312E-2,-1.025286783E-2,2.130466048E-3,2.126550988E-2
3.580049915E1,-2.489982173E-2,-1.557903271E-2,-1.065233024E-3,2.939119092E-2
3.580301035E1,-2.689713426E-2,-7.057168987E-3,-5.326164886E-3,2.831302700E-2
3.580552145E1,-3.222329915E-2,3.595161485E-3,-4.260932095E-3,3.270201425E-2
3.580803343E1,-3.541899845E-2,1.531272475E-2,-4.260932095E-3,3.882190790E-2
3.581054457E1,-4.074516147E-2,3.129122034E-2,-4.260932095E-3,5.155059841E-2
3.581305572E1,-4.500609636E-2,5.046541616E-2,-5.326164886E-3,6.782827560E-2
3.581556686E1,-5.352795869E-2,6.963960826E-2,-1.278279629E-2,8.875988554E-2
3.581807801E1,-5.565842614E-2,8.561810106E-2,-6.391398143E-3,1.023189601E-1
3.582058915E1,-5.885412544E-2,9.307473898E-2,-6.391398143E-3,1.103066865E-1
3.582310025E1,-6.311506033E-2,1.047922969E-1,-8.521864191E-3,1.226277232E-1
3.582561139E1,-6.524552405E-2,1.111836955E-1,-3.195699072E-3,1.289534995E-1
3.582812254E1,-5.991935730E-2,1.111836955E-1,-2.130466048E-3,1.263197625E-1
3.583063368E1,-6.098458916E-2,1.079879999E-1,3.195699072E-3,1.240594242E-1
3.583314488E1,-6.311506033E-2,9.413997084E-2,6.391398143E-3,1.135195795E-1
3.583565598E1,-6.311506033E-2,8.561810106E-2,1.065232977E-2,1.068992151E-1
3.583815718E1,-5.885412544E-2,6.857437640E-2,1.491326280E-2,9.158962052E-2
3.584066832E1,-5.246272683E-2,4.407401755E-2,2.130465955E-2,7.175475767E-2
3.584317947E1,-5.246272683E-2,2.276935615E-2,2.450035885E-2,6.221775365E-2
3.584569061E1,-4.500609636E-2,1.464695437E-3,2.556559257E-2,5.178120862E-2
3.584820176E1,-3.967992961E-2,-1.344856713E-2,3.195698932E-2,5.269354741E-2
3.585071290E1,-3.861469775E-2,-2.609820850E-2,2.876129188E-2,5.476699079E-2
3.585322405E1,-3.435376659E-2,-3.675054014E-2,2.663082629E-2,5.692086075E-2
3.585573520E1,-3.009283356E-2,-3.142437339E-2,2.450035885E-2,4.993333014E-2
3.585824634E1,-2.689713426E-2,-3.248960897E-2,2.343512699E-2,4.825179478E-2
3.586075744E1,-2.796236612E-2,-3.462007269E-2,2.130465955E-2,4.933894882E-2
3.586326863E1,-2.489982173E-2,-2.716344222E-2,1.597849466E-2,4.016423791E-2
3.586577978E1,-1.957365684E-2,-2.609820850E-2,9.587096982E-3,3.400230812E-2
3.586829113E1,-1.637795754E-2,-1.877473295E-2,7.456631400E-3,2.600633465E-2
3.587080228E1,-1.637795754E-2,-1.238333434E-2,5.326164886E-3,2.121208370E-2
3.587331342E1,-1.531272475E-2,-7.057168987E-3,5.326164886E-3,1.768194575E-2
3.587582457E1,-1.105179265E-2,4.660394508E-3,5.326164886E-3,1.312362108E-2
3.587833572E1,-8.921326138E-3,5.725627299E-3,2.130466048E-3,1.081257387E-2
3.588084686E1,-8.921326138E-3,3.994623839E-4,3.195699072E-3,9.484836467E-3
3.588335801E1,-3.595161485E-3,5.725627299E-3,5.326164886E-3,8.606743081E-3
3.588586915E1,1.731003635E-3,3.595161485E-3,1.065233024E-3,4.129925069E-3
3.588838030E1,2.796236658E-3,3.595161485E-3,7.456631400E-3,8.737589907E-3
3.589089145E1,8.122402243E-3,3.994623839E-4,4.260932095E-3,9.180878537E-3
3.589340259E1,9.187635034E-3,-2.796236658E-3,1.065233024E-3,9.662623783E-3
3.589591374E1,4.926702939E-3,-2.796236658E-3,8.521864191E-3,1.023296197E-2
3.589842546E1,1.344856713E-2,-4.926702939E-3,9.587096982E-3,1.723510337E-2
3.590093660E1,1.344856713E-2,-1.238333434E-2,3.195699072E-3,1.855864811E-2
3.590344775E1,1.344856713E-2,-1.344856713E-2,0.000000000E0,1.901914603E-2
3.590595889E1,1.025286783E-2,-1.344856713E-2,1.065233024E-3,1.694461501E-2
3.590847004E1,1.557903271E-2,-1.451379992E-2,1.065233024E-3,2.131880320E-2
3.591098119E1,1.770949923E-2,-1.344856713E-2,3.195699072E-3,2.246559176E-2
3.591349233E1,1.557903271E-2,-1.770949923E-2,6.391398143E-3,2.443731968E-2
3.591600348E1,1.344856713E-2,-1.025286783E-2,4.260932095E-3,1.743963299E-2
3.591851462E1,1.344856713E-2,-8.122402243E-3,7.456631400E-3,1.739076559E-2
3.592102577E1,1.025286783E-2,-1.025286783E-2,6.391398143E-3,1.584590065E-2
3.592353691E1,2.796236658E-3,-3.861469682E-3,1.065233024E-3,4.885141651E-3
3.592604806E1,-3.994623839E-4,3.994623839E-4,4.260932095E-3,4.298218551E-3
3.592856134E1,-4.660394508E-3,4.660394508E-3,2.130466048E-3,6.926574877E-3
3.593107249E1,-5.725627299E-3,9.986559860E-3,4.260932095E-3,1.227475980E-2
3.593358363E1,-8.921326138E-3,1.531272475E-2,4.260932095E-3,1.822704424E-2
3.593609478E1,-1.105179265E-2,2.170412242E-2,4.260932095E-3,2.472582847E-2
3.593860593E1,-1.424749196E-2,2.703028731E-2,8.521864191E-3,3.172143799E-2
3.594111707E1,-2.170412242E-2,2.809552103E-2,8.521864191E-3,3.651094906E-2
3.594362822E1,-2.170412242E-2,3.768261895E-2,9.587096982E-3,4.453045171E-2
3.594613936E1,-2.489982173E-2,4.087831825E-2,9.587096982E-3,4.881547351E-2
3.594865051E1,-2.796236612E-2,4.087831825E-2,6.391398143E-3,4.993776919E-2
3.595116165E1,-3.009283356E-2,4.087831825E-2,8.521864191E-3,5.147074610E-2
3.595367280E1,-3.115806542E-2,3.555215150E-2,9.587096982E-3,4.823580564E-2
3.595618395E1,-3.222329915E-2,3.981308267E-2,9.587096982E-3,5.210887628E-2
3.595869238E1,-3.115806542E-2,3.661738336E-2,1.065232977E-2,4.924560828E-2
3.596120353E1,-3.541899845E-2,1.637795754E-2,8.521864191E-3,3.994202190E-2
3.596371468E1,-3.861469775E-2,1.211702544E-2,8.521864191E-3,4.135866726E-2
3.596622582E1,-3.754946589E-2,8.921326138E-3,1.065232977E-2,4.003778938E-2
3.596873697E1,-3.009283356E-2,2.529928461E-3,9.587096982E-3,3.168424843E-2
3.597124811E1,-3.115806542E-2,-5.991935730E-3,9.587096982E-3,3.314575030E-2
3.597375926E1,-2.596505545E-2,-7.057168987E-3,1.065232977E-2,2.893889888E-2
3.597627040E1,-1.637795754E-2,-3.861469682E-3,6.391398143E-3,1.799995587E-2
3.597878155E1,-1.850842312E-2,-4.926702939E-3,5.326164886E-3,1.987969217E-2
3.598129270E1,-1.637795754E-2,-1.557903271E-2,3.195699072E-3,2.282884679E-2
3.598380384E1,-9.986559860E-3,-1.664426550E-2,5.326164886E-3,2.012786587E-2
3.598631499E1,-4.660394508E-3,-1.877473295E-2,1.065233024E-3,1.937381211E-2
3.598882618E1,-5.725627299E-3,-2.396774292E-2,4.260932095E-3,2.500781980E-2
3.599133733E1,-3.994623839E-4,-2.929390781E-2,4.260932095E-3,2.960486695E-2
3.599384848E1,3.861469682E-3,-3.462007269E-2,2.130466048E-3,3.489984623E-2
3.599635962E1,4.926702939E-3,-3.462007269E-2,-1.065233024E-3,3.498509049E-2
3.599887077E1,8.122402243E-3,-3.568530455E-2,-2.130466048E-3,3.665996815E-2
3.600138191E1,1.025286783E-2,-4.207670316E-2,-4.260932095E-3,4.351695980E-2
3.600389306E1,8.122402243E-3,-4.527240247E-2,-2.130466048E-3,4.604457328E-2
3.600640421E1,1.238333434E-2,-4.420717061E-2,-6.391398143E-3,4.635160054E-2
3.600891535E1,2.090519853E-2,-4.420717061E-2,0.000000000E0,4.890093310E-2
3.601142650E1,2.090519853E-2,-4.420717061E-2,-2.130466048E-3,4.894732009E-2
3.601393764E1,1.664426550E-2,-3.888100386E-2,-4.260932095E-3,4.250787665E-2
3.601644879E1,2.197043039E-2,-2.822867595E-2,0.000000000E0,3.577090937E-2
3.601896780E1,2.410089783E-2,-2.716344222E-2,-1.065233024E-3,3.632961039E-2
3.602147895E1,2.410089783E-2,-2.609820850E-2,-2.130466048E-3,3.558804081E-2
3.602399009E1,2.729659714E-2,-1.664426550E-2,-2.130466048E-3,3.204176454E-2
3.602650124E1,2.942706272E-2,-9.187635034E-3,5.326164886E-3,3.128470377E-2
3.602901238E1,3.155753016E-2,3.595161485E-3,5.326164886E-3,3.220513823E-2
3.603152353E1,3.155753016E-2,1.105179265E-2,7.456631400E-3,3.425815498E-2
3.603403468E1,3.475322574E-2,2.063889056E-2,6.391398143E-3,4.092188258E-2
3.603654582E1,3.155753016E-2,3.448691964E-2,6.391398143E-3,4.718130251E-2
3.603905697E1,3.155753016E-2,4.513924941E-2,3.195699072E-3,5.516921279E-2
3.604156811E1,2.516612969E-2,4.300878197E-2,5.326164886E-3,5.011444345E-2
3.604407926E1,2.410089783E-2,5.366111174E-2,3.195699072E-3,5.891163452E-2
3.604659040E1,2.197043039E-2,6.644391268E-2,6.391398143E-3,7.027334711E-2
3.604912723E1,1.664426550E-2,6.644391268E-2,3.195699072E-3,6.857140512E-2
3.605163837E1,1.131810062E-2,7.177007198E-2,6.391398143E-3,7.293759390E-2
3.605414957E1,1.131810062E-2,6.963960826E-2,2.130466048E-3,7.058550366E-2
3.605666066E1,8.122402243E-3,7.603100687E-2,3.195699072E-3,7.653038558E-2
3.605917186E1,6.657706108E-4,7.816147059E-2,5.326164886E-3,7.834555998E-2
3.606168296E1,-4.660394508E-3,6.537867337E-2,2.130466048E-3,6.557918187E-2
3.606419415E1,-1.464695437E-3,6.111774594E-2,0.000000000E0,6.113529423E-2
3.606670530E1,-3.595161485E-3,6.111774594E-2,2.130466048E-3,6.126045168E-2
3.606921645E1,-3.595161485E-3,5.685681105E-2,3.195699072E-3,5.705992150E-2
3.607172754E1,-9.986559860E-3,5.259587988E-2,0.000000000E0,5.353557657E-2
3.607423874E1,-8.921326138E-3,5.153064802E-2,1.065233024E-3,5.230805356E-2
3.607674983E1,-6.790860556E-3,5.153064802E-2,-1.065233024E-3,5.198709642E-2
3.607923702E1,-8.921326138E-3,4.513924941E-2,1.065233024E-3,4.602473921E-2
3.608174816E1,-6.790860556E-3,3.661738336E-2,4.260932095E-3,3.748471813E-2
3.608425931E1,-6.790860556E-3,3.235645220E-2,3.195699072E-3,3.321548251E-2
3.608677046E1,-5.725627299E-3,2.809552103E-2,1.065233024E-3,2.869278361E-2
3.608928160E1,-1.464695437E-3,2.383458801E-2,-2.130466048E-3,2.397439892E-2
3.609179275E1,-6.790860556E-3,2.063889056E-2,-2.130466048E-3,2.183159354E-2
3.609430389E1,-3.595161485E-3,1.744319126E-2,0.000000000E0,1.780983176E-2
3.609681504E1,-4.660394508E-3,2.383458801E-2,-3.195699072E-3,2.449529251E-2
3.609932618E1,-3.994623839E-4,2.063889056E-2,0.000000000E0,2.064275597E-2
3.610183733E1,-5.725627299E-3,1.105179265E-2,1.065233024E-3,1.249238369E-2
3.610434848E1,-1.464695437E-3,1.318225823E-2,4.260932095E-3,1.393100166E-2
3.610685962E1,-3.994623839E-4,2.063889056E-2,6.391398143E-3,2.160956603E-2
3.610936186E1,1.731003635E-3,1.531272475E-2,3.195699072E-3,1.573811950E-2
3.611187301E1,3.861469682E-3,1.211702544E-2,5.326164886E-3,1.378772229E-2
3.611438415E1,6.657706108E-4,1.211702544E-2,7.456631400E-3,1.424313547E-2
3.611689530E1,3.861469682E-3,1.957365684E-2,7.456631400E-3,2.129883429E-2
3.611940645E1,4.926702939E-3,1.744319126E-2,6.391398143E-3,1.921945091E-2
3.612191759E1,5.991935730E-3,1.105179265E-2,6.391398143E-3,1.410302751E-2
3.612442874E1,4.926702939E-3,1.424749196E-2,5.326164886E-3,1.598847902E-2
3.612693988E1,4.926702939E-3,1.637795754E-2,1.278279629E-2,2.135204383E-2
3.612945103E1,4.926702939E-3,1.957365684E-2,1.491326280E-2,2.509593296E-2
3.613196218E1,5.991935730E-3,2.276935615E-2,1.278279629E-2,2.679079607E-2
3.613447332E1,8.122402243E-3,2.489982173E-2,1.171756350E-2,2.869278367E-2
3.613698447E1,1.131810062E-2,3.768261895E-2,2.023942769E-2,4.424605751E-2
3.613949593E1,1.344856713E-2,3.874785081E-2,2.023942769E-2,4.573723136E-2
3.614200707E1,8.122402243E-3,3.555215150E-2,2.343512699E-2,4.334898005E-2
3.614451822E1,1.131810062E-2,3.874785081E-2,2.450035885E-2,4.722036560E-2
3.614702936E1,1.025286783E-2,4.407401755E-2,2.663082629E-2,5.250563047E-2
3.614954051E1,9.187635034E-3,4.513924941E-2,2.876129188E-2,5.430631994E-2
3.615205165E1,1.557903271E-2,4.833494872E-2,3.089175746E-2,5.944135098E-2
3.615456280E1,1.451379992E-2,4.833494872E-2,2.982652560E-2,5.862200342E-2
3.615707395E1,1.344856713E-2,5.259587988E-2,2.769605815E-2,6.094474691E-2
