"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.642447220E1,6.657706108E-4,2.596505545E-2,-7.456631400E-3,2.702274425E-2
1.642698329E1,7.057168987E-3,2.489982173E-2,-3.195699072E-3,2.607714035E-2
1.642949287E1,1.025286783E-2,2.916075476E-2,-3.195699072E-3,3.107544705E-2
1.643200397E1,1.025286783E-2,2.596505545E-2,-4.260932095E-3,2.823935101E-2
1.643451517E1,1.557903271E-2,1.424749196E-2,-5.326164886E-3,2.177304112E-2
1.643702621E1,2.090519853E-2,8.921326138E-3,-8.521864191E-3,2.427425704E-2
1.643953735E1,2.197043039E-2,4.660394508E-3,-5.326164886E-3,2.308218189E-2
1.644204850E1,2.410089783E-2,3.595161485E-3,-3.195699072E-3,2.457622744E-2
1.644455965E1,3.155753016E-2,3.994623839E-4,-2.130466048E-3,3.163188527E-2
1.644707079E1,3.475322574E-2,-3.861469682E-3,-3.195699072E-3,3.511282017E-2
1.644958188E1,4.007939249E-2,3.595161485E-3,-2.130466048E-3,4.029667200E-2
1.645209298E1,4.220985994E-2,2.529928461E-3,-2.130466048E-3,4.233924538E-2
1.645460418E1,4.434032366E-2,-3.861469682E-3,1.065233024E-3,4.452089365E-2
1.645711527E1,4.966649041E-2,-4.926702939E-3,-4.260932095E-3,5.009179787E-2
1.645962683E1,4.860125855E-2,-7.057168987E-3,-4.260932095E-3,4.929545120E-2
1.646213793E1,4.860125855E-2,-3.861469682E-3,-1.065233024E-3,4.876605379E-2
1.646464912E1,4.753602296E-2,-3.861469682E-3,-4.260932095E-3,4.788256436E-2
1.646716022E1,5.179695413E-2,-9.187635034E-3,-2.130466048E-3,5.264860853E-2
1.646967136E1,4.647079110E-2,-3.861469682E-3,2.130466048E-3,4.667959146E-2
1.647218246E1,4.753602296E-2,-4.926702939E-3,2.130466048E-3,4.783810998E-2
1.647469360E1,4.434032366E-2,-1.131810062E-2,0.000000000E0,4.576203343E-2
1.647720475E1,3.901416063E-2,-1.451379992E-2,-1.065233024E-3,4.164000288E-2
1.647971584E1,3.794892505E-2,-1.451379992E-2,2.130466048E-3,4.068550339E-2
1.648222694E1,3.581846133E-2,-1.664426550E-2,0.000000000E0,3.949675615E-2
1.648473814E1,3.155753016E-2,-1.664426550E-2,1.065233024E-3,3.569375303E-2
1.648724923E1,3.049229458E-2,-1.451379992E-2,8.521864191E-3,3.482890446E-2
1.648975907E1,2.729659714E-2,-1.731003635E-3,4.260932095E-3,2.768133182E-2
1.649227017E1,1.983996481E-2,-2.796236658E-3,4.260932095E-3,2.048410812E-2
1.649478136E1,1.877473295E-2,-1.025286783E-2,2.130466048E-3,2.149769247E-2
1.649729246E1,1.344856713E-2,-5.991935730E-3,1.065233024E-3,1.476150307E-2
1.649980360E1,8.122402243E-3,-1.731003635E-3,1.065233024E-3,8.372843793E-3
1.650231470E1,-3.994623839E-4,-6.657706108E-4,0.000000000E0,7.764152899E-4
1.650482584E1,-5.725627299E-3,3.994623839E-4,2.130466048E-3,6.122194357E-3
1.650733699E1,-5.725627299E-3,3.994623839E-4,3.195699072E-3,6.569236693E-3
1.650984808E1,-8.921326138E-3,6.790860556E-3,5.326164886E-3,1.241264998E-2
1.651235918E1,-8.921326138E-3,8.921326138E-3,7.456631400E-3,1.465542466E-2
1.651487037E1,-1.531272475E-2,4.660394508E-3,3.195699072E-3,1.632211104E-2
1.651738147E1,-1.531272475E-2,1.105179265E-2,3.195699072E-3,1.915291499E-2
1.651990558E1,-1.744319126E-2,1.424749196E-2,4.260932095E-3,2.292185618E-2
1.652241668E1,-2.170412242E-2,1.531272475E-2,3.195699072E-3,2.675370931E-2
1.652492787E1,-2.383458801E-2,2.063889056E-2,5.326164886E-3,3.197529392E-2
1.652743897E1,-2.170412242E-2,2.170412242E-2,6.391398143E-3,3.135263674E-2
1.652995011E1,-1.957365684E-2,2.916075476E-2,7.456631400E-3,3.590374649E-2
1.653246121E1,-2.276935615E-2,3.448691964E-2,5.326164886E-3,4.166724419E-2
1.653497235E1,-2.796236612E-2,2.703028731E-2,5.326164886E-3,3.925427854E-2
1.653748350E1,-3.009283356E-2,3.129122034E-2,4.260932095E-3,4.362195141E-2
1.653999459E1,-3.115806542E-2,3.129122034E-2,0.000000000E0,4.415841382E-2
1.654250574E1,-3.009283356E-2,3.448691964E-2,2.130466048E-3,4.581992082E-2
1.654501689E1,-3.115806542E-2,3.448691964E-2,2.130466048E-3,4.652646078E-2
1.654752798E1,-2.596505545E-2,3.555215150E-2,1.065233024E-3,4.403719226E-2
1.655003965E1,-2.489982173E-2,4.407401755E-2,4.260932095E-3,5.080035126E-2
1.655255079E1,-2.383458801E-2,4.620448127E-2,3.195699072E-3,5.208794647E-2
1.655506194E1,-1.957365684E-2,4.194355011E-2,2.130466048E-3,4.633495790E-2
1.655757303E1,-2.170412242E-2,4.194355011E-2,-3.195699072E-3,4.733437249E-2
1.656008418E1,-2.063889056E-2,3.981308267E-2,-4.260932095E-3,4.504665245E-2
1.656259527E1,-1.850842312E-2,3.768261895E-2,-3.195699072E-3,4.210408519E-2
1.656510642E1,-1.637795754E-2,4.194355011E-2,-1.065233024E-3,4.504035535E-2
1.656761756E1,-1.424749196E-2,3.981308267E-2,-1.065233024E-3,4.229902244E-2
1.657012866E1,-1.318225823E-2,4.620448127E-2,-7.456631400E-3,4.862332129E-2
1.657263980E1,-6.790860556E-3,4.513924941E-2,-6.391398143E-3,4.609248957E-2
1.657515095E1,-4.660394508E-3,4.194355011E-2,-6.391398143E-3,4.268290809E-2
1.657766204E1,-1.464695437E-3,4.407401755E-2,-7.456631400E-3,4.472433016E-2
1.658016412E1,6.657706108E-4,4.300878197E-2,-8.521864191E-3,4.384998000E-2
1.658267527E1,1.731003635E-3,4.300878197E-2,-6.391398143E-3,4.351553367E-2
1.658518642E1,8.122402243E-3,4.407401755E-2,-6.391398143E-3,4.526966326E-2
1.658769751E1,5.991935730E-3,4.300878197E-2,-6.391398143E-3,4.389201055E-2
1.659020866E1,4.926702939E-3,4.300878197E-2,-8.521864191E-3,4.412085559E-2
1.659271975E1,1.025286783E-2,4.407401755E-2,-8.521864191E-3,4.604630812E-2
1.659523090E1,1.451379992E-2,3.768261895E-2,-7.456631400E-3,4.106374935E-2
1.659774204E1,1.451379992E-2,3.661738336E-2,-7.456631400E-3,4.008845849E-2
1.660025314E1,1.877473295E-2,3.235645220E-2,-9.587096982E-3,3.861791067E-2
1.660276428E1,1.877473295E-2,3.342168778E-2,-8.521864191E-3,3.926986097E-2
1.660527543E1,2.197043039E-2,3.768261895E-2,-4.260932095E-3,4.382733307E-2
1.660778652E1,2.090519853E-2,3.342168778E-2,-4.260932095E-3,3.965087744E-2
1.661029501E1,2.410089783E-2,4.087831825E-2,-4.260932095E-3,4.764499682E-2
1.661280616E1,1.983996481E-2,4.194355011E-2,-3.195699072E-3,4.650911837E-2
1.661531730E1,2.197043039E-2,3.448691964E-2,-4.260932095E-3,4.111207828E-2
1.661782840E1,1.770949923E-2,3.448691964E-2,-4.260932095E-3,3.900166062E-2
1.662033949E1,1.344856713E-2,3.448691964E-2,-4.260932095E-3,3.726079879E-2
1.662285064E1,1.451379992E-2,3.661738336E-2,-3.195699072E-3,3.951829507E-2
1.662536178E1,9.187635034E-3,3.768261895E-2,-6.391398143E-3,3.930957108E-2
1.662787293E1,7.057168987E-3,3.448691964E-2,-4.260932095E-3,3.545852229E-2
1.663038402E1,5.991935730E-3,3.874785081E-2,0.000000000E0,3.920840772E-2
1.663289517E1,4.926702939E-3,3.555215150E-2,-2.130466048E-3,3.595506590E-2
1.663540631E1,4.926702939E-3,3.235645220E-2,-1.065233024E-3,3.274671162E-2
1.663791741E1,6.657706108E-4,3.129122034E-2,4.260932095E-3,3.158701099E-2
1.664043136E1,5.991935730E-3,3.235645220E-2,3.195699072E-3,3.306139418E-2
1.664294246E1,2.796236658E-3,3.129122034E-2,3.195699072E-3,3.157802879E-2
1.664545366E1,-3.994623839E-4,2.596505545E-2,2.130466048E-3,2.605537488E-2
1.664796475E1,6.657706108E-4,2.063889056E-2,4.260932095E-3,2.108465311E-2
1.665047590E1,1.731003635E-3,3.448691964E-2,5.326164886E-3,3.493868962E-2
1.665298699E1,-4.660394508E-3,3.768261895E-2,3.195699072E-3,3.810395701E-2
1.665549814E1,-6.790860556E-3,3.022598661E-2,3.195699072E-3,3.114383641E-2
1.665800928E1,-5.725627299E-3,3.129122034E-2,3.195699072E-3,3.197085815E-2
1.666052037E1,-4.660394508E-3,2.916075476E-2,6.391398143E-3,3.021454724E-2
1.666303152E1,-8.921326138E-3,3.235645220E-2,9.587096982E-3,3.490619554E-2
1.666554267E1,-9.986559860E-3,3.235645220E-2,1.065232977E-2,3.549850006E-2
1.666805376E1,-1.318225823E-2,3.342168778E-2,1.384802908E-2,3.850388364E-2
1.667056272E1,-1.211702544E-2,3.448691964E-2,9.587096982E-3,3.778997698E-2
1.667307386E1,-1.744319126E-2,3.022598661E-2,8.521864191E-3,3.592349311E-2
1.667558501E1,-1.957365684E-2,2.170412242E-2,1.171756350E-2,3.148806546E-2
1.667809605E1,-1.850842312E-2,2.383458801E-2,1.065232977E-2,3.200189747E-2
1.668060725E1,-2.170412242E-2,2.489982173E-2,1.171756350E-2,3.504812900E-2
1.668311834E1,-2.170412242E-2,2.489982173E-2,1.171756350E-2,3.504812900E-2
1.668562949E1,-2.063889056E-2,2.809552103E-2,1.171756350E-2,3.677802877E-2
1.668814064E1,-2.063889056E-2,3.129122034E-2,1.171756350E-2,3.927347156E-2
1.669065173E1,-2.276935615E-2,4.300878197E-2,1.065232977E-2,4.981637317E-2
1.669316287E1,-2.276935615E-2,4.407401755E-2,1.278279629E-2,5.122853193E-2
1.669567402E1,-2.383458801E-2,3.874785081E-2,1.597849466E-2,4.821613650E-2
1.669818511E1,-2.383458801E-2,4.087831825E-2,1.491326280E-2,4.961380751E-2
1.670069735E1,-2.596505545E-2,4.513924941E-2,1.065232977E-2,5.315268640E-2
1.670320850E1,-2.170412242E-2,4.194355011E-2,1.384802908E-2,4.921481723E-2
1.670571965E1,-1.957365684E-2,4.407401755E-2,1.384802908E-2,5.017384752E-2
1.670823074E1,-1.957365684E-2,3.981308267E-2,1.171756350E-2,4.588584627E-2
1.671074188E1,-2.063889056E-2,4.513924941E-2,1.491326280E-2,5.182587239E-2
1.671325298E1,-1.957365684E-2,4.300878197E-2,1.171756350E-2,4.868454234E-2
1.671576412E1,-1.744319126E-2,3.342168778E-2,9.587096982E-3,3.889969877E-2
1.671827527E1,-2.170412242E-2,3.981308267E-2,5.326164886E-3,4.565652762E-2
1.672078636E1,-1.318225823E-2,4.726971686E-2,9.587096982E-3,5.000110491E-2
1.672329751E1,-6.790860556E-3,4.513924941E-2,1.278279629E-2,4.740324362E-2
1.672580866E1,-6.790860556E-3,4.620448127E-2,9.587096982E-3,4.767475543E-2
1.672831975E1,1.731003635E-3,4.407401755E-2,9.587096982E-3,4.513787573E-2
1.673083199E1,9.187635034E-3,4.620448127E-2,9.587096982E-3,4.807472471E-2
1.673334314E1,1.025286783E-2,4.726971686E-2,8.521864191E-3,4.911384326E-2
1.673585423E1,1.025286783E-2,3.874785081E-2,1.065232977E-2,4.147275455E-2
1.673836537E1,1.131810062E-2,3.342168778E-2,6.391398143E-3,3.586026472E-2
1.674087652E1,1.770949923E-2,3.235645220E-2,8.521864191E-3,3.785747655E-2
1.674338761E1,2.197043039E-2,3.022598661E-2,8.521864191E-3,3.832665192E-2
1.674589876E1,2.090519853E-2,2.916075476E-2,6.391398143E-3,3.644484756E-2
1.674840991E1,2.729659714E-2,2.703028731E-2,5.326164886E-3,3.878284002E-2
1.675092100E1,2.729659714E-2,2.916075476E-2,4.260932095E-3,4.016975698E-2
1.675343214E1,2.623136342E-2,2.596505545E-2,3.195699072E-3,3.704701100E-2
1.675594329E1,2.836182900E-2,1.744319126E-2,5.326164886E-3,3.371982055E-2
1.675845438E1,2.303566411E-2,1.424749196E-2,0.000000000E0,2.708565761E-2
1.676096933E1,2.197043039E-2,1.211702544E-2,-3.195699072E-3,2.529297550E-2
1.676348048E1,2.197043039E-2,5.725627299E-3,-4.260932095E-3,2.310060955E-2
1.676599162E1,2.090519853E-2,1.464695437E-3,-6.391398143E-3,2.190941872E-2
1.676850272E1,1.877473295E-2,-7.057168987E-3,-1.171756350E-2,2.322919554E-2
1.677101386E1,1.451379992E-2,-7.057168987E-3,-1.171756350E-2,1.994380396E-2
1.677352496E1,1.238333434E-2,-1.238333434E-2,-1.491326280E-2,2.300215959E-2
1.677603610E1,3.861469682E-3,-2.090519853E-2,-1.704372838E-2,2.724751275E-2
1.677854725E1,1.731003635E-3,-1.664426550E-2,-1.704372838E-2,2.388548984E-2
1.678105834E1,-2.529928461E-3,-1.770949923E-2,-1.917419396E-2,2.622358890E-2
1.678356949E1,-3.595161485E-3,-1.664426550E-2,-2.023942769E-2,2.644978626E-2
1.678608058E1,-9.986559860E-3,-1.025286783E-2,-2.343512699E-2,2.746011387E-2
1.678859173E1,-1.531272475E-2,-2.796236658E-3,-2.343512699E-2,2.813367476E-2
1.679113142E1,-1.211702544E-2,5.725627299E-3,-2.343512699E-2,2.699648663E-2
1.679364256E1,-1.957365684E-2,6.790860556E-3,-2.556559257E-2,3.290658525E-2
1.679615371E1,-2.383458801E-2,3.595161485E-3,-2.343512699E-2,3.361871426E-2
1.679866480E1,-2.689713426E-2,9.986559860E-3,-2.769605815E-2,3.987804968E-2
1.680117595E1,-2.596505545E-2,1.318225823E-2,-2.876129188E-2,4.092881561E-2
1.680368709E1,-2.596505545E-2,1.850842312E-2,-2.663082629E-2,4.154451516E-2
1.680619819E1,-2.489982173E-2,1.850842312E-2,-2.556559257E-2,4.020152201E-2
1.680870933E1,-2.489982173E-2,1.850842312E-2,-2.343512699E-2,3.888146121E-2
1.681122048E1,-2.796236612E-2,2.489982173E-2,-2.450035885E-2,4.474553190E-2
1.681373157E1,-2.170412242E-2,2.809552103E-2,-2.023942769E-2,4.086638797E-2
1.681624272E1,-1.850842312E-2,2.276935615E-2,-2.023942769E-2,3.564603398E-2
1.681875386E1,-1.211702544E-2,2.809552103E-2,-2.130465955E-2,3.728363081E-2
1.682123105E1,-8.921326138E-3,3.555215150E-2,-2.023942769E-2,4.187099198E-2
1.682374220E1,-7.856093347E-3,3.874785081E-2,-1.704372838E-2,4.305348792E-2
1.682625334E1,-6.790860556E-3,4.407401755E-2,-1.491326280E-2,4.702169944E-2
1.682876444E1,6.657706108E-4,4.300878197E-2,-1.597849466E-2,4.588584606E-2
1.683127558E1,5.991935730E-3,5.046541616E-2,-1.491326280E-2,5.296288257E-2
1.683378668E1,9.187635034E-3,5.472634733E-2,-1.278279629E-2,5.694546172E-2
1.683629782E1,1.344856713E-2,5.472634733E-2,-1.384802908E-2,5.803106891E-2
1.683880897E1,1.877473295E-2,5.685681105E-2,-1.065232977E-2,6.081660702E-2
1.684132006E1,2.516612969E-2,5.898727849E-2,-6.391398143E-3,6.444907352E-2
1.684383121E1,2.942706272E-2,6.218297780E-2,-5.326164886E-3,6.900031000E-2
1.684634230E1,3.262276202E-2,6.218297780E-2,-5.326164886E-3,7.042254868E-2
1.684885345E1,3.475322574E-2,6.431344151E-2,2.130466048E-3,7.313374286E-2
1.685136433E1,3.794892505E-2,7.390054315E-2,4.260932095E-3,8.318393314E-2
1.685387548E1,4.114462435E-2,7.390054315E-2,1.065233024E-3,8.458903660E-2
1.685638657E1,4.327509180E-2,6.963960826E-2,-2.130466048E-3,8.201797056E-2
1.685889772E1,4.114462435E-2,7.177007198E-2,-3.195699072E-3,8.278910459E-2
1.686140886E1,4.114462435E-2,7.603100687E-2,-1.065233024E-3,8.645651416E-2
1.686391996E1,4.007939249E-2,7.070484012E-2,-2.130466048E-3,8.130234317E-2
1.686643110E1,3.901416063E-2,7.070484012E-2,0.000000000E0,8.075443732E-2
1.686894225E1,3.794892505E-2,7.283531129E-2,-1.065233024E-3,8.213548688E-2
1.687145334E1,3.475322574E-2,7.603100687E-2,-6.391398143E-3,8.384122301E-2
1.687396449E1,3.688369319E-2,8.029194176E-2,-4.260932095E-3,8.846105515E-2
1.687647564E1,3.262276202E-2,7.177007198E-2,-3.195699072E-3,7.890120612E-2
1.687898673E1,2.516612969E-2,7.177007198E-2,-6.391398143E-3,7.632252149E-2
1.688150173E1,2.516612969E-2,7.283531129E-2,-7.456631400E-3,7.742039787E-2
1.688401287E1,2.197043039E-2,7.070484012E-2,-6.391398143E-3,7.431503346E-2
1.688652402E1,1.877473295E-2,7.177007198E-2,-6.391398143E-3,7.445994762E-2
1.688903511E1,1.770949923E-2,6.857437640E-2,-8.521864191E-3,7.133507995E-2
1.689154626E1,1.557903271E-2,6.537867337E-2,-8.521864191E-3,6.774731996E-2
1.689405735E1,1.131810062E-2,6.431344151E-2,-9.587096982E-3,6.600174687E-2
1.689656850E1,7.057168987E-3,5.472634733E-2,-1.171756350E-2,5.640991066E-2
1.689907964E1,4.926702939E-3,4.726971686E-2,-1.278279629E-2,4.921481906E-2
1.690159074E1,-3.994623839E-4,4.726971686E-2,-1.491326280E-2,4.956804525E-2
1.690410188E1,-7.856093347E-3,4.513924941E-2,-1.384802908E-2,4.786478820E-2
1.690661298E1,-7.856093347E-3,3.981308267E-2,-1.384802908E-2,4.287852217E-2
1.690912412E1,-5.725627299E-3,3.981308267E-2,-1.278279629E-2,4.220502624E-2
1.691163157E1,-4.660394508E-3,4.087831825E-2,-1.171756350E-2,4.277917103E-2
1.691414272E1,-6.790860556E-3,3.981308267E-2,-1.065232977E-2,4.176924069E-2
1.691665381E1,-1.637795754E-2,3.022598661E-2,-1.384802908E-2,3.706232142E-2
1.691916496E1,-9.986559860E-3,3.235645220E-2,-1.065232977E-2,3.549850006E-2
1.692167605E1,-1.318225823E-2,3.129122034E-2,-1.384802908E-2,3.666988290E-2
1.692418720E1,-1.211702544E-2,3.022598661E-2,-1.278279629E-2,3.498331679E-2
1.692669834E1,-9.986559860E-3,3.022598661E-2,-1.597849466E-2,3.561816863E-2
1.692920949E1,-1.318225823E-2,2.703028731E-2,-1.704372838E-2,3.456728282E-2
1.693172058E1,-9.986559860E-3,3.874785081E-2,-1.810896210E-2,4.392108638E-2
1.693423173E1,-5.725627299E-3,4.620448127E-2,-1.597849466E-2,4.922346178E-2
1.693674282E1,-8.921326138E-3,3.981308267E-2,-1.384802908E-2,4.308641921E-2
1.693925397E1,-7.856093347E-3,4.620448127E-2,-1.384802908E-2,4.887064765E-2
1.694176584E1,-8.921326138E-3,5.046541616E-2,-1.278279629E-2,5.281806670E-2
1.694427699E1,-5.725627299E-3,4.726971686E-2,-1.171756350E-2,4.903580563E-2
1.694678814E1,-5.725627299E-3,4.300878197E-2,-1.384802908E-2,4.554455010E-2
1.694929923E1,-3.595161485E-3,4.194355011E-2,-8.521864191E-3,4.295123690E-2
1.695181037E1,-4.660394508E-3,4.087831825E-2,-6.391398143E-3,4.163659628E-2
1.695432152E1,-4.660394508E-3,3.661738336E-2,-1.065232977E-2,3.841905999E-2
1.695683261E1,-4.660394508E-3,3.129122034E-2,-1.065232977E-2,3.338160986E-2
1.695934376E1,-4.660394508E-3,2.596505545E-2,-1.171756350E-2,2.886528496E-2
1.696185491E1,-3.994623839E-4,1.957365684E-2,-1.065232977E-2,2.228810764E-2
1.696436605E1,6.657706108E-4,2.063889056E-2,-7.456631400E-3,2.195468984E-2
1.696687714E1,5.991935730E-3,1.637795754E-2,-7.456631400E-3,1.896686950E-2
1.696938829E1,2.796236658E-3,1.744319126E-2,-6.391398143E-3,1.878653324E-2
1.697190824E1,4.926702939E-3,2.170412242E-2,-5.326164886E-3,2.288469717E-2
1.697441938E1,7.057168987E-3,1.957365684E-2,-2.130466048E-3,2.091579695E-2
1.697693048E1,5.991935730E-3,1.318225823E-2,0.000000000E0,1.448016664E-2
1.697944162E1,4.926702939E-3,1.424749196E-2,0.000000000E0,1.507525883E-2
1.698195272E1,3.861469682E-3,1.744319126E-2,-3.195699072E-3,1.814905953E-2
1.698446392E1,4.926702939E-3,2.170412242E-2,-2.130466048E-3,2.235800120E-2
1.698697501E1,4.926702939E-3,2.596505545E-2,-1.065233024E-3,2.644978691E-2
1.698948616E1,3.861469682E-3,2.703028731E-2,2.130466048E-3,2.738770282E-2
1.699199725E1,3.861469682E-3,3.555215150E-2,2.130466048E-3,3.582464668E-2
1.699450845E1,5.991935730E-3,3.981308267E-2,2.130466048E-3,4.031778430E-2
1.699701954E1,6.657706108E-4,3.661738336E-2,3.195699072E-3,3.676259658E-2
1.699953069E1,-1.464695437E-3,3.661738336E-2,0.000000000E0,3.664666556E-2
1.700205605E1,-5.725627299E-3,3.981308267E-2,0.000000000E0,4.022268464E-2
1.700456720E1,1.731003635E-3,4.833494872E-2,-2.130466048E-3,4.841283432E-2
1.700707834E1,2.796236658E-3,4.833494872E-2,0.000000000E0,4.841576403E-2
1.700958944E1,-1.464695437E-3,4.833494872E-2,0.000000000E0,4.835713598E-2
1.701210058E1,-2.529928461E-3,5.792204663E-2,-1.065233024E-3,5.798705671E-2
1.701461173E1,-4.660394508E-3,5.898727849E-2,2.130466048E-3,5.920943494E-2
1.701712282E1,-3.595161485E-3,5.153064802E-2,2.130466048E-3,5.169982357E-2
1.701963397E1,-6.790860556E-3,5.366111174E-2,-4.260932095E-3,5.425667003E-2
1.702214506E1,-7.856093347E-3,5.153064802E-2,-7.456631400E-3,5.265669226E-2
1.702465626E1,-1.211702544E-2,5.153064802E-2,-9.587096982E-3,5.379723431E-2
1.702716735E1,-8.921326138E-3,5.153064802E-2,-5.326164886E-3,5.256772563E-2
1.702967850E1,-1.318225823E-2,5.259587988E-2,-9.587096982E-3,5.506369894E-2
1.703217970E1,-1.744319126E-2,5.792204663E-2,-8.521864191E-3,6.108887441E-2
1.703469084E1,-1.637795754E-2,5.685681105E-2,-9.587096982E-3,5.994036106E-2
1.703720199E1,-1.531272475E-2,4.833494872E-2,-8.521864191E-3,5.141370417E-2
1.703971308E1,-1.531272475E-2,5.153064802E-2,-7.456631400E-3,5.427235555E-2
1.704222418E1,-1.424749196E-2,5.472634733E-2,-6.391398143E-3,5.691057976E-2
1.704473537E1,-1.105179265E-2,5.898727849E-2,-7.456631400E-3,6.047513949E-2
1.704724647E1,-1.424749196E-2,5.579157919E-2,-1.065232977E-2,5.855905963E-2
1.704975761E1,-1.531272475E-2,5.366111174E-2,-1.065232977E-2,5.681079635E-2
1.705226871E1,-1.424749196E-2,6.005251035E-2,-1.171756350E-2,6.282194140E-2
1.705477991E1,-1.531272475E-2,5.685681105E-2,-1.384802908E-2,6.048920904E-2
1.705729100E1,-1.531272475E-2,4.833494872E-2,-1.065232977E-2,5.180944833E-2
1.705980215E1,-1.318225823E-2,4.726971686E-2,-1.278279629E-2,5.071092530E-2
1.706231475E1,-1.424749196E-2,4.726971686E-2,-1.278279629E-2,5.099820624E-2
1.706482590E1,-2.063889056E-2,4.407401755E-2,-1.278279629E-2,5.031781700E-2
1.706733699E1,-1.531272475E-2,4.513924941E-2,-9.587096982E-3,4.862040524E-2
1.706984814E1,-1.424749196E-2,4.194355011E-2,-1.065232977E-2,4.556012020E-2
1.707235923E1,-1.318225823E-2,4.513924941E-2,-1.278279629E-2,4.873113636E-2
1.707487043E1,-9.986559860E-3,4.513924941E-2,-1.278279629E-2,4.796543648E-2
1.707738152E1,-1.105179265E-2,3.981308267E-2,-8.521864191E-3,4.218821923E-2
1.707989267E1,-1.318225823E-2,3.661738336E-2,-1.491326280E-2,4.167745318E-2
1.708240376E1,-9.986559860E-3,3.981308267E-2,-1.278279629E-2,4.299084565E-2
1.708491496E1,-6.790860556E-3,3.448691964E-2,-1.065232977E-2,3.672785786E-2
1.708742605E1,-6.790860556E-3,3.555215150E-2,-9.587096982E-3,3.744307268E-2
1.708993720E1,-9.986559860E-3,3.235645220E-2,-1.065232977E-2,3.549850006E-2
1.709244590E1,-1.105179265E-2,3.448691964E-2,-1.065232977E-2,3.774866722E-2
1.709495704E1,-1.105179265E-2,3.768261895E-2,-1.384802908E-2,4.164000241E-2
1.709746819E1,-1.424749196E-2,3.129122034E-2,-9.587096982E-3,3.569375191E-2
1.709997928E1,-1.211702544E-2,3.555215150E-2,-7.456631400E-3,3.829333015E-2
1.710249043E1,-1.744319126E-2,3.129122034E-2,-1.065232977E-2,3.737482470E-2
1.710500157E1,-1.424749196E-2,3.022598661E-2,-8.521864191E-3,3.448511945E-2
1.710751267E1,-1.211702544E-2,3.235645220E-2,-6.391398143E-3,3.513704988E-2
1.711002381E1,-1.850842312E-2,3.342168778E-2,-6.391398143E-3,3.873526702E-2
1.711253496E1,-1.424749196E-2,4.407401755E-2,-2.130466048E-3,4.636862016E-2
1.711504610E1,-1.211702544E-2,5.046541616E-2,-6.391398143E-3,5.229178238E-2
1.711755720E1,-1.637795754E-2,4.620448127E-2,-3.195699072E-3,4.912539135E-2
1.712006834E1,-1.744319126E-2,4.620448127E-2,-2.130466048E-3,4.943336825E-2
1.712258006E1,-1.744319126E-2,4.833494872E-2,-3.195699072E-3,5.148538318E-2
1.712509121E1,-1.850842312E-2,4.513924941E-2,-3.195699072E-3,4.889096089E-2
1.712760235E1,-1.744319126E-2,4.407401755E-2,-2.130466048E-3,4.744810671E-2
1.713011350E1,-1.531272475E-2,4.300878197E-2,-5.326164886E-3,4.596306015E-2
1.713262464E1,-1.531272475E-2,4.620448127E-2,-1.065233024E-3,4.868745578E-2
1.713513574E1,-1.318225823E-2,4.620448127E-2,1.065233024E-3,4.805997028E-2
1.713764689E1,-1.744319126E-2,3.768261895E-2,2.130466048E-3,4.157864329E-2
1.714015798E1,-1.850842312E-2,3.555215150E-2,1.065233024E-3,4.009553497E-2
1.714266918E1,-2.063889056E-2,3.235645220E-2,-1.065233024E-3,3.839320935E-2
1.714518027E1,-1.957365684E-2,3.129122034E-2,1.065233024E-3,3.692429057E-2
1.714769142E1,-1.744319126E-2,3.342168778E-2,4.260932095E-3,3.793981652E-2
1.715020256E1,-1.637795754E-2,3.129122034E-2,6.391398143E-3,3.589189231E-2
1.715270746E1,-1.318225823E-2,2.916075476E-2,4.260932095E-3,3.228431651E-2
1.715521860E1,-1.105179265E-2,2.916075476E-2,5.326164886E-3,3.163636786E-2
1.715772975E1,-1.424749196E-2,2.063889056E-2,2.130466048E-3,2.516930107E-2
1.716024084E1,-1.531272475E-2,1.531272475E-2,2.130466048E-3,2.176000836E-2
1.716275199E1,-1.318225823E-2,1.318225823E-2,6.391398143E-3,1.970771003E-2
1.716526314E1,-1.637795754E-2,1.744319126E-2,3.195699072E-3,2.413948854E-2
1.716777423E1,-1.744319126E-2,1.744319126E-2,1.065233024E-3,2.469138643E-2
1.717028537E1,-1.850842312E-2,1.637795754E-2,0.000000000E0,2.471435250E-2
1.717279652E1,-1.850842312E-2,1.850842312E-2,3.195699072E-3,2.636922345E-2
1.717530767E1,-1.850842312E-2,1.850842312E-2,0.000000000E0,2.617486299E-2
1.717781876E1,-1.637795754E-2,8.921326138E-3,-2.130466048E-3,1.877142612E-2
1.718032991E1,-1.850842312E-2,6.790860556E-3,-3.195699072E-3,1.997223087E-2
1.718284246E1,-2.170412242E-2,3.595161485E-3,-3.195699072E-3,2.223075817E-2
1.718535360E1,-2.489982173E-2,2.529928461E-3,-2.130466048E-3,2.511852993E-2
1.718786475E1,-2.276935615E-2,-6.657706108E-4,-2.130466048E-3,2.287849898E-2
1.719037584E1,-2.383458801E-2,-4.926702939E-3,-5.326164886E-3,2.491441389E-2
1.719288699E1,-2.596505545E-2,-6.657706108E-4,-5.326164886E-3,2.651406018E-2
