"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.736006400E-1,-5.224827677E-3,1.321855187E-2,9.132385254E-3,1.689465591E-2
8.785926720E-1,6.714250892E-3,3.675073385E-3,4.306793213E-3,8.782698743E-3
8.837717860E-1,6.790358573E-3,-1.143455505E-3,-4.816055298E-4,6.902782333E-3
8.887637650E-1,-1.446709409E-2,-1.299542189E-2,4.274368286E-3,1.991100263E-2
8.937557970E-1,2.406489104E-3,1.088491082E-2,-2.887725830E-3,1.151570379E-2
8.987477760E-1,1.438686810E-2,8.383870125E-3,6.638526917E-3,1.792599486E-2
9.037398070E-1,4.734024405E-3,1.778113842E-2,1.370811462E-2,2.294541952E-2
9.087318380E-1,-2.384418994E-2,-3.729969263E-3,4.092216492E-3,2.447864989E-2
9.139007450E-1,-1.417366788E-2,1.122742891E-3,1.118659973E-2,1.809125276E-2
9.188927240E-1,7.293481380E-3,1.538324356E-2,1.590728760E-3,1.709881490E-2
9.238847550E-1,9.626097977E-3,-1.201480627E-3,6.333351135E-3,1.158519118E-2
9.288767340E-1,7.241405547E-3,-1.780334115E-2,-1.509857178E-2,2.444102658E-2
9.338687650E-1,7.306836545E-3,6.116837263E-3,1.115989685E-2,1.467476937E-2
9.388607970E-1,7.268343121E-3,1.088505983E-2,-5.560874939E-3,1.422099397E-2
9.440369420E-1,2.385819331E-2,2.485048771E-2,6.358146667E-3,3.503121688E-2
9.490289220E-1,9.373836219E-3,-1.522302628E-3,-1.032447815E-2,1.402786726E-2
9.540209530E-1,1.649491116E-2,-3.816813231E-3,-7.352828979E-4,1.694670465E-2
9.590129320E-1,4.604026675E-3,-6.195545197E-3,2.065086365E-2,2.204631514E-2
9.640049630E-1,-1.158639789E-4,-1.800447702E-2,-1.277732849E-2,2.207792429E-2
9.689969950E-1,7.032599300E-3,-3.636240959E-3,1.581192017E-3,8.073405070E-3
9.741678800E-1,-7.274001837E-5,2.248793840E-2,1.344490051E-2,2.620072546E-2
9.791598590E-1,7.127054036E-3,3.261208534E-3,-3.417873383E-2,3.506588408E-2
9.841518900E-1,4.608124495E-3,-1.823228598E-2,1.736640930E-3,1.888562906E-2
9.891438700E-1,2.266760916E-3,-6.237655878E-3,1.359844208E-2,1.513156247E-2
9.941359010E-1,-2.143644169E-2,-1.091986895E-2,1.586151123E-2,2.881583087E-2
9.991279320E-1,2.865088172E-2,-2.031457424E-2,1.335430145E-2,3.757515559E-2
1.004308297E0,3.086454608E-2,1.545116305E-2,6.115913391E-3,3.505371650E-2
1.009300276E0,1.151752472E-2,-1.185834408E-3,-8.185386658E-3,1.417956747E-2
1.014292307E0,1.123718172E-2,-1.541274786E-2,-1.286888123E-2,2.300945792E-2
1.019284286E0,-5.514517426E-3,-1.062017679E-2,1.488685608E-3,1.205878279E-2
1.024276317E0,-5.446165800E-3,-5.867540836E-3,-1.515483856E-2,1.713936665E-2
1.029268297E0,1.798398793E-3,-8.125841618E-3,-7.899284363E-3,1.147441648E-2
1.034435640E0,6.667815149E-3,-3.451079130E-3,-1.021289825E-2,1.267568526E-2
1.039433609E0,6.633158773E-3,1.345485449E-3,4.126548767E-3,7.927012749E-3
1.044431682E0,-2.796821296E-3,-1.057896018E-2,-2.203941345E-2,2.460634782E-2
1.049429703E0,9.179860353E-3,1.080176234E-2,-2.853393555E-3,1.445993640E-2
1.054427724E0,1.857618988E-2,8.249163628E-3,1.918792725E-3,2.041580996E-2
1.059425745E0,3.724111244E-2,8.041620255E-3,1.377582550E-2,4.051347283E-2
1.064588505E0,2.496620826E-2,3.347933292E-3,2.079105377E-2,3.266172269E-2
1.069586526E0,-1.317929476E-2,-2.759677172E-2,-5.514144897E-3,3.107541494E-2
1.074584547E0,3.679163754E-3,3.584295511E-3,-2.684402466E-2,2.733102779E-2
1.079582567E0,1.549535245E-2,1.247346401E-3,6.638526917E-3,1.690360494E-2
1.084580588E0,5.884982646E-3,-1.070141792E-3,2.558994293E-2,2.627971468E-2
1.089578609E0,-3.750313073E-3,-8.170902729E-3,-1.738357544E-2,1.957082509E-2
1.094709547E0,-1.322060823E-3,-8.138805628E-3,8.892059326E-3,1.212669456E-2
